"","MGJ1","MGJ10","MGJ11","MGJ12","MGJ13","MGJ14","MGJ15","MGJ16","MGJ17","MGJ18","MGJ19","MGJ2","MGJ20","MGJ21","MGJ22","MGJ23","MGJ24","MGJ25","MGJ26","MGJ27","MGJ28","MGJ29","MGJ3","MGJ4","MGJ5","MGJ6","MGJ7","MGJ8","MGJ9"
"K00012..UDPglucose.6.dehydrogenase..EC.1.1.1.22.",0.000969119973928158,0.000830301049149797,0.000680988713734345,0.000875995620191021,0.00100463048666241,0.00148570819286485,0.000460470512583789,0.000979377166868069,0.000501249294143513,0.000615159634034818,0.00122833089583776,0.00130623558610888,0.000493367300609545,0.000520375631355854,0.0014764716114459,0.00114316501366631,0.00142282149269745,0.00121761454042841,0.000388947587947996,0.0012820101077963,0.000244927742672771,0.00148915749465561,0.00117268757774558,0.00109817756697329,0.00108351861589982,0.000934986173465237,0.00121870448117863,0.00126300385575564,0.00115379440376327
"K00013..histidinol.dehydrogenase..EC.1.1.1.23.",0.0006624609168611,0.000620043736042077,0.000526391032958641,0.000669310419851125,0.000737890360261912,0.000741921653263704,0.000470778230658267,0.000715086044290378,0.00049891443122904,0.000545745694377734,0.000654161754814506,0.000766373513851853,0.000464520465517091,0.000542758674641294,0.000687062646436702,0.000693377690928784,0.000677546987529981,0.000701883466794848,0.000361356901737103,0.000688793485470086,7.55999802326649e-05,0.000699549464850809,0.000685119665101637,0.000753528620709617,0.000716946182708642,0.000537712029009114,0.000753485821895735,0.000710685206890023,0.000738140178422632
"K00014..shikimate.dehydrogenase..EC.1.1.1.25.",0.000704537314044646,0.000662820548882021,0.000672846721343658,0.000672192754678182,0.000689475650403219,0.00064845208235663,0.000734733038328621,0.000658027571190215,0.000728556001196869,0.000717950709660043,0.000622932316673289,0.000666321932411099,0.000702643297494356,0.000677615431671933,0.000624244441987489,0.000646528223084949,0.000623735913717483,0.000654247438388075,0.000663264397253131,0.000606626324961161,0.000596604698781216,0.000616515610870493,0.000667886587697689,0.000672490100694672,0.000676630882326761,0.0006416943103016,0.000680933211902619,0.000655124724165635,0.000678732027053564
"K00015..glyoxylate.reductase..EC.1.1.1.26.",6.32708312686136e-05,5.54716716085948e-05,6.00136950119809e-05,3.3886928011055e-05,4.35524187712505e-05,4.39815773804273e-05,7.75278191565378e-05,3.45685636167332e-05,7.29193016651382e-05,6.67357525975763e-05,3.3348047930634e-05,3.32530721140854e-05,3.41389420588711e-05,3.52111942707441e-05,4.01644079582469e-05,3.98573726253992e-05,4.07204579912516e-05,4.41931885570866e-05,3.07632317796683e-05,3.22760277830198e-05,4.05476778518564e-06,4.12842653007802e-05,4.19758308088468e-05,4.96750288201395e-05,3.53000902669578e-05,3.80278295627633e-05,5.23188699332096e-05,3.68954801566552e-05,4.82525419031171e-05
"K00016..L.lactate.dehydrogenase..EC.1.1.1.27.",0.000672443082816384,0.000723745762218267,0.000842047746493464,0.000641409549773106,0.000579657161590421,0.000462440301574937,0.00129150688158457,0.00039839604557168,0.00110437025819527,0.00104450451055753,0.000460191848256265,0.000496821822027733,0.000684093428215301,0.000650487583644819,0.000302962983030013,0.000487654463571563,0.000324362151465036,0.000421699840951344,0.000766829741144374,0.000407182403731723,0.000599299984081352,0.000296169516557425,0.000624622342012911,0.000561742005247479,0.000566347031493025,0.000509549198871443,0.000499078635297561,0.000468273931224781,0.000518949129442986
"K00018..glycerate.dehydrogenase..EC.1.1.1.29.",0.000215194362637096,0.000170801161058106,0.000116987791667552,0.000204169633305877,0.000256428729171663,0.000266187659513766,8.02278264398374e-05,0.000227706216612187,9.07236556989746e-05,0.000132109211973737,0.000291762410495927,0.000270639873216843,0.000103369332939478,0.000113753216401067,0.000326250552856538,0.000286471681501484,0.000355533259506525,0.000315324446911544,9.4922120414532e-05,0.000311364564478094,4.39394223236974e-05,0.00035797133825248,0.000251683680882008,0.000242318351488847,0.000247927649368035,0.000210184105881492,0.000262155733196103,0.000288643642476023,0.000263670128182382
"K00019..3.hydroxybutyrate.dehydrogenase..EC.1.1.1.30.",8.06478070301208e-05,0.000101219768422585,0.000100127334642672,7.66456681990725e-05,7.1362196655243e-05,6.2039486123621e-05,8.10692643826094e-05,4.23769259089392e-05,0.000101342396997433,8.35574205800941e-05,6.18339160991281e-05,5.36057864247545e-05,0.000163529784645895,0.000186841400205127,4.8957656856114e-05,5.78529168831907e-05,4.74843807110216e-05,6.02069752289922e-05,7.76327703077645e-05,4.01533334841616e-05,2.75282313390285e-05,4.58170570421862e-05,5.84421904383394e-05,7.62818946272643e-05,5.9339101442269e-05,6.13358100083642e-05,6.84451398050244e-05,6.05050129925332e-05,7.48663012973304e-05
"K00020..3.hydroxyisobutyrate.dehydrogenase..EC.1.1.1.31.",0.000199958638636539,0.00019829727516221,0.000138239713962255,0.00013952319880667,0.000139582813392906,0.000108024231763232,0.000271413585526229,0.000205292370624496,0.000218583918216372,0.000230411634494917,0.000129130472294748,0.000125482695342052,9.17849897663099e-05,0.000107510800061345,9.94368520360827e-05,0.000137356906655675,0.000145416097246816,0.000177354911069427,0.00013800014756153,0.000189053096802737,0.000159685943421196,0.000127932795473496,0.000126559300778817,0.000184684246870759,0.000153579212058109,0.000178673240660144,0.000180983157176828,0.000143079647498156,0.000153253328015176
"K00021..hydroxymethylglutaryl.CoA.reductase..NADPH...EC.1.1.1.34.",5.20374966527509e-08,3.25677831965417e-08,2.45793683664106e-07,7.48168268179397e-07,7.72808413760159e-07,3.54088248993935e-08,7.86295094678338e-08,2.42977016730856e-08,1.21908074795758e-07,6.06187182823956e-08,1.99248785535477e-08,4.50898454293532e-08,2.01135673125942e-07,1.87922218420787e-07,2.18041247818065e-08,1.28454935756752e-07,8.48415641114748e-08,1.96736170496884e-10,4.27758435159501e-08,0,1.08115045451775e-08,0,0,2.75586729252691e-08,6.71089588452682e-09,1.33335715365628e-07,8.62819121857279e-08,3.76606820044601e-08,3.59345009884491e-08
"K00023..acetoacetyl.CoA.reductase..EC.1.1.1.36.",2.4481960506019e-05,3.47679353548849e-05,2.17772285129408e-05,1.78634422062808e-05,1.77955000161955e-05,1.4637857991727e-05,1.38717416545081e-05,1.10969131171864e-05,1.46119437684091e-05,1.46771513601574e-05,1.53689018158454e-05,1.25361180529587e-05,4.1630025083099e-06,1.88724998746224e-05,1.35811154359253e-05,1.43120500198227e-05,1.32618167115862e-05,2.08181346825104e-05,5.40773845593878e-06,9.6101285095838e-06,1.80442981242027e-06,1.096265383802e-05,1.83792190971715e-05,2.41572593743825e-05,1.88968117903373e-05,2.03497368615588e-05,1.97648328412959e-05,2.22284837739453e-05,2.35283297102112e-05
"K00024..malate.dehydrogenase..EC.1.1.1.37.",0.000347895419574124,0.000247765483031967,0.000184641743435887,0.000271444843555822,0.000343692678046981,0.000575657638863516,9.43791126987538e-05,0.000487684445873162,0.000103263403394059,0.000169326678847812,0.000543786635228096,0.000470021039930608,4.92391075889589e-05,7.9920351589479e-05,0.000667699463876282,0.000445785039422586,0.000662642694031754,0.000523507999374081,6.4186130092456e-05,0.000590208029566021,6.2290390848845e-05,0.000723767979846931,0.000474743441846614,0.000390311827588154,0.000355126535788883,0.000354076376014203,0.000458217277887713,0.000498978293242292,0.000420114358991093
"K00027..malate.dehydrogenase..oxaloacetate.decarboxylating...EC.1.1.1.38.",0.000747772406756894,0.000811985939225313,0.000830621937925627,0.00083415997619302,0.000786356319947871,0.000610716317560286,0.000888694088676584,0.000564986248379606,0.000844330025299415,0.000844065147121645,0.000596243528956441,0.000718277524174598,0.000775809272861328,0.000895315716495588,0.000477626305188805,0.000695803419609728,0.000553304301665374,0.000646784283379392,0.000735498603406903,0.000615712246918066,0.000572555232383047,0.000491801568417042,0.000671044051906791,0.000765963794235192,0.000763519359375861,0.000643266603942806,0.000710948703055774,0.000654833085019492,0.00074450941842765
"K00029..malate.dehydrogenase..oxaloacetate.decarboxylating..NADP....EC.1.1.1.40.",0.000582313580901621,0.000400589138326015,0.000229786695433076,0.000382429695203201,0.000544185887531066,0.000850350365877175,7.41767380451713e-05,0.000600367625427134,0.000107618143738519,0.000217704584205448,0.000841197751994216,0.000701225195942935,5.26308147320123e-05,6.88884300777265e-05,0.0010310888446878,0.000721834838352106,0.00109551213681549,0.000885477704560439,6.28106794310345e-05,0.000915514759080474,4.00396861471393e-05,0.00114745943537285,0.000704747412712043,0.000629043101157727,0.000569889367409757,0.000574314557884459,0.000726974884219247,0.000791521568082899,0.000690984448640496
"K00030..isocitrate.dehydrogenase..NAD....EC.1.1.1.41.",8.39728685762943e-05,8.95459391128338e-05,0.000115287048363366,0.000137401560444874,8.24565509874283e-05,7.92562291967794e-05,2.37569285937744e-05,0.00017675020157567,7.84840178400405e-05,6.70272897713242e-05,6.32446643898018e-05,8.13353760298565e-05,0.000244994853960712,0.000295822621933593,3.59912988599387e-05,9.45752277500243e-05,3.94245088474794e-05,3.64416893225551e-05,0.00012111150717323,5.10970198061033e-05,1.53436782251863e-05,2.57983266600839e-05,4.79217500949605e-05,9.19590910023058e-05,8.67795921950088e-05,6.44885052905456e-05,9.93573907945556e-05,7.1336486824346e-05,9.45204797350381e-05
"K00031..isocitrate.dehydrogenase..EC.1.1.1.42.",0.000570811812933986,0.000547602498837729,0.000458603691437504,0.000534511654198817,0.000612718972977598,0.000634483191964237,0.000493825597516258,0.000472264392732058,0.000458527187570759,0.000498462112434739,0.00053851664614837,0.000639507835113027,0.000201872343709674,0.000234442194339432,0.00058656513568785,0.000517754118966325,0.000552800194407891,0.000598781888511477,0.000239239391266345,0.000565716136063844,5.8743529814551e-05,0.0005905336981012,0.000605084945524114,0.000626683805797709,0.000601409935564531,0.000457396620231963,0.000620295952398663,0.000588256274018039,0.00062133198035101
"K00032..phosphogluconate.2.dehydrogenase..EC.1.1.1.43.",1.60992414372438e-06,1.84671028327715e-06,2.77853266927655e-06,1.03299824188867e-06,7.0378847097388e-07,7.22938908883988e-07,1.29446268277486e-05,1.78982609604179e-07,9.36385910662944e-06,9.02583557731672e-06,1.02203365163978e-06,1.62420222292343e-07,2.01259791147582e-06,7.23965556596919e-07,6.18361165963484e-07,1.18393618485817e-06,5.11918929028993e-07,4.38290177143095e-07,3.20991006757411e-06,2.30885471736633e-07,2.18476849036353e-07,5.40458516755449e-08,1.20334746235573e-06,1.84433930272206e-07,3.49160345921132e-07,4.16024995758841e-07,4.99102787498139e-07,6.86995840277472e-07,8.29884172656218e-07
"K00033..6.phosphogluconate.dehydrogenase..EC.1.1.1.44.",0.000462735616566474,0.000457035615930659,0.00057469745216035,0.000360282435448418,0.000312060712651595,0.000512595569309953,0.000971552822497139,0.000280286978756571,0.000801892535093005,0.000753376646863463,0.000465399920198414,0.000355452835085997,0.000302207346973751,0.000320772405862761,0.000501402175977371,0.000370824750907602,0.000438873073385233,0.000371990184757766,0.000310585618886334,0.000417703284975279,5.84023143638137e-05,0.000487811961174005,0.000547088204150096,0.000324804270092811,0.000297377963355557,0.000283246393223923,0.000359799715177912,0.000381112135090645,0.000389186195852198
"K00034..glucose.1.dehydrogenase..EC.1.1.1.47.",2.95781853601772e-05,3.36864771653343e-05,4.13772142744661e-05,2.15024948034563e-05,1.33884259183749e-05,1.69093067493088e-05,9.34324331292833e-05,5.72633191961659e-06,7.22395890430239e-05,6.69806648569597e-05,1.30621688688179e-05,9.60838994503275e-06,1.851602106289e-05,2.9922815902458e-05,9.53207608886787e-06,1.5970096346146e-05,9.80575393805276e-06,9.7090377308115e-06,2.4947531186731e-05,6.82075251317871e-06,2.30325422064237e-06,6.17442131363581e-06,2.60858510704101e-05,1.23668440757942e-05,1.12794957676708e-05,1.17686666947698e-05,1.29417914717192e-05,1.24038848342264e-05,1.69228848793746e-05
"K00035..D.galactose.1.dehydrogenase..EC.1.1.1.48.",1.96717747958139e-05,1.03460851845671e-05,4.69106189421535e-06,5.15769020855418e-06,1.74182413785179e-05,1.14180758382543e-05,4.84532099094943e-06,8.05029934374366e-06,5.00295922287647e-06,6.59899289552171e-06,4.22245192905953e-06,1.01958007011165e-05,1.34058244363438e-06,1.1926154504126e-06,9.16398940945526e-06,1.21800739651083e-05,1.14408837443106e-05,1.50904965619354e-05,3.22952812967201e-06,7.12506089757358e-06,3.08313936973839e-07,1.26778543343793e-05,2.7660290715077e-06,2.23508793057686e-05,1.06950093781048e-05,1.35008227546073e-05,2.12991859185872e-05,8.26944987963808e-06,1.64099884562744e-05
"K00036..glucose.6.phosphate.1.dehydrogenase..EC.1.1.1.49.",0.000459061506363278,0.000425016604583764,0.000527888923805889,0.000338699830681572,0.000320341906692382,0.000507109273056483,0.000903356741597444,0.000282911231647051,0.000753440912687649,0.000707565809304381,0.000450725415115723,0.000355661429046984,0.000272606110489676,0.000250905159012841,0.00049859703208173,0.000375399474709004,0.00043426798375691,0.00037593858418587,0.000285673950243949,0.000396532052032716,5.79726020825935e-05,0.000480134356387667,0.000529957677606667,0.000335797740343137,0.000301948943738503,0.00028902290649535,0.000371238145956067,0.000385870177939171,0.000388241414420354
"K00038..3alpha.or.20beta..hydroxysteroid.dehydrogenase..EC.1.1.1.53.",8.776592025004e-06,1.02670030343821e-05,1.02600922134494e-05,1.17564724239994e-05,8.71087087837702e-06,6.29539713482291e-06,1.39910254844199e-05,3.97043186890735e-06,1.20125152845096e-05,1.11888382349378e-05,7.12012366802625e-06,5.32961607317256e-06,5.88082324817638e-06,9.39812351715334e-06,6.15484428494069e-06,8.5743778853814e-06,6.77303645218738e-06,6.18981526810116e-06,4.4937971356637e-06,4.94336430815406e-06,7.93513050530554e-07,6.01539775848973e-06,7.52656308002344e-06,7.31749378045355e-06,5.47755949895944e-06,6.73168995809527e-06,8.22665124271223e-06,7.23003616038339e-06,7.62898288889482e-06
"K00039..ribitol.2.dehydrogenase..EC.1.1.1.56.",1.15747663579491e-05,6.24840147590973e-06,2.99622485891873e-06,3.10177611681428e-06,1.06081387687918e-05,6.72199137604021e-06,1.16657688918795e-06,5.17254216583897e-06,2.05567767715728e-06,2.54918451578606e-06,2.3909315241059e-06,5.19962972436204e-06,1.49439954001687e-06,7.68933312572907e-07,5.41055431675964e-06,5.90181137513541e-06,6.21201104579216e-06,8.3838867871635e-06,4.05719346945919e-06,3.88268351026267e-06,6.10177086432642e-06,7.05320122363049e-06,1.65396737387473e-06,1.28281449678904e-05,6.40186237572811e-06,9.62565467232788e-06,1.23180314742009e-05,4.68890424512875e-06,9.55187264098318e-06
"K00040..fructuronate.reductase..EC.1.1.1.57.",0.000200032183475962,0.000188396997464114,0.000131266568380057,0.000185415860292365,0.000245031788891928,0.000143585521799364,9.87361448060245e-05,0.000146604908013349,0.000139142235536292,0.000142625164786181,0.000159845699908903,0.000200385957969951,0.000221695025771764,0.000240015622767525,0.000134810304210529,0.000223416993434543,0.000184742343447166,0.000216021021388431,0.000134515471245785,0.000165740814470044,2.87162052222754e-05,0.000155943437353653,0.000144648357727096,0.000234995071246478,0.000222974021362526,0.000157960344762279,0.000218582372447263,0.000194943585933499,0.000205210123196782
"K00041..tagaturonate.reductase..EC.1.1.1.58.",0.000180961246582743,0.000159586815275689,0.000123785585163246,0.000188835087136405,0.000220196765848486,0.000198014000581504,4.91404415243604e-05,0.000174943874904919,8.91290847043559e-05,0.000105368783097502,0.000217691224862442,0.000221962969253368,0.000173112176001669,0.000203867070630549,0.000227514825579055,0.000234715067325478,0.000243055823863944,0.000239071134131265,0.000113822272992498,0.000211677111978975,2.52177475959678e-05,0.000236857427835534,0.000189672543727021,0.000223186398926797,0.00021053849865963,0.00015645627675969,0.000219302929251092,0.000232968128370134,0.000218215146835207
"K00042..2.hydroxy.3.oxopropionate.reductase..EC.1.1.1.60.",5.89604114880169e-05,8.36556937225869e-05,7.00658820479441e-05,7.81128402788138e-05,6.06301091516057e-05,3.22496515013148e-05,3.12688834494607e-05,4.84598335343227e-05,7.61878918376107e-05,5.60867821820838e-05,6.84900287727457e-05,4.49502313302967e-05,0.000227572890537577,0.000241108471800219,3.64985840005073e-05,5.28325991994812e-05,4.04887412012733e-05,5.81965489615003e-05,0.000114419421552964,4.95840736785648e-05,8.33418812629937e-05,3.6198512602011e-05,3.94529535047756e-05,6.35506063391039e-05,5.84936740201783e-05,6.51322731336922e-05,5.4360052348207e-05,5.44345739388801e-05,6.12812146514567e-05
"K00043..4.hydroxybutyrate.dehydrogenase..EC.1.1.1.61.",2.3456599982805e-05,2.44902191372429e-05,2.84615030950726e-05,3.6980003354121e-05,2.90221929502137e-05,1.5976669046119e-05,5.22971743593662e-06,5.32450198023316e-05,1.73107948881176e-05,1.41128321125701e-05,3.09574030153626e-05,2.12452967547852e-05,9.86437883622628e-05,7.01347629194536e-05,2.69880678365996e-05,3.01782315053808e-05,1.58027822857544e-05,2.27615442862674e-05,0.000140585381627721,2.39531304056297e-05,0.000276276061550671,1.5291617638184e-05,1.41382190899493e-05,2.80338563815154e-05,3.58864995099837e-05,9.27533186665785e-05,2.42702428580468e-05,2.39938493406127e-05,2.11902308074492e-05
"K00044..estradiol.17beta.dehydrogenase..EC.1.1.1.62.",7.71646626697273e-07,5.46222668572634e-07,2.2283381839875e-07,5.41317846431263e-07,4.36946156803546e-07,4.19099393626019e-07,1.53552877975402e-07,6.77361619280388e-07,3.13012813556677e-07,4.72333736076408e-07,5.7338222742227e-07,1.11156986476412e-06,1.18641481863778e-07,1.11319513816884e-07,5.56380836980018e-07,1.52144936885898e-06,8.03043512305435e-07,1.09776292273482e-06,1.53120303336473e-07,6.9682167213938e-07,3.05399158564527e-08,7.32058826110309e-07,4.99072621832772e-07,1.15095274333867e-06,8.02571422771125e-07,6.03988206892755e-07,9.26019175307737e-07,7.49156608733233e-07,7.33149005846437e-07
"K00045..mannitol.2.dehydrogenase..EC.1.1.1.67.",9.83770657353601e-06,5.40412992990932e-06,6.11572539808272e-06,5.73796186873604e-06,9.88220962397209e-06,5.7114926316266e-06,1.39962961930808e-05,3.61476103032391e-06,1.12845825173149e-05,1.07926829109804e-05,2.56224663273415e-06,4.0630947398372e-06,3.50342129457637e-06,3.86229291005844e-06,4.44319862931336e-06,6.56101650060615e-06,6.21134134841116e-06,6.53387483720714e-06,4.29345473360047e-06,2.92776455476231e-06,4.36009823809796e-07,5.2781491648661e-06,1.18351402978376e-06,9.81113555415976e-06,4.53850732897859e-06,7.56620652193911e-06,1.02156988566218e-05,4.15787944966994e-06,8.30091964761519e-06
"K00046..gluconate.5.dehydrogenase..EC.1.1.1.69.",0.000336090235622632,0.000328667229776161,0.000278024122690469,0.000323249571345308,0.000384147850481144,0.000330916610745312,0.000226771825328078,0.000297304477738874,0.000235757236125671,0.000260302499552697,0.000337963117845728,0.000391277982274623,0.000182553824172726,0.000178998415967126,0.000348151437132324,0.000360246547459713,0.000350959731501773,0.000390308891354326,0.000197958553527869,0.000359922717418662,0.000130468468199329,0.00036768503242163,0.000357272169486388,0.000385195321526371,0.00037998202139489,0.000292706672191976,0.000358067264767606,0.000366582807661002,0.000365984733416873
"K00048..lactaldehyde.reductase..EC.1.1.1.77.",0.000210851309858672,0.000206668330742318,0.000138813736293636,0.000224902528478269,0.000240871549581725,0.000260188344289944,7.53410759892018e-05,0.000273803547238838,8.90955955207035e-05,0.000130652028434656,0.000321648474801302,0.000290191280920626,0.000153113377906411,0.00014219526445499,0.000335446645838402,0.000259734265927203,0.00031652339499591,0.000324345158014637,0.000233089154761986,0.000372178250913787,0.000342400275058286,0.00036485765723431,0.000262063396109406,0.000279937940444556,0.000272859253564253,0.000289305845615912,0.00027440078732174,0.000278514104262324,0.000256144221215687
"K00050..hydroxypyruvate.reductase..EC.1.1.1.81.",9.93969421415943e-05,7.54120331492547e-05,3.51396176097298e-05,5.94017463563786e-05,8.83334742091222e-05,6.34398118433068e-05,2.59183877600476e-05,6.07455552229354e-05,3.85204577677583e-05,4.90505440166329e-05,4.42859994681059e-05,8.04467888303945e-05,4.98050722721085e-05,5.03771965122046e-05,4.7877503167162e-05,7.24561053051871e-05,5.01063156001972e-05,7.95238367339995e-05,3.27033656375769e-05,3.86811120701425e-05,7.78026957347333e-06,4.95988661059368e-05,4.99870612152772e-05,0.000114385764279507,8.56869247478806e-05,7.44937457153253e-05,0.00011332628990207,7.52949276084954e-05,9.95663436023029e-05
"K00052..3.isopropylmalate.dehydrogenase..EC.1.1.1.85.",0.000625729710999266,0.000611004007161947,0.000549738671416588,0.000588527733727713,0.0006633479973934,0.000648745315639357,0.000538773850903289,0.000624741020063781,0.000553549684131187,0.000571419638732364,0.000586110713714476,0.000689964488130769,0.000455510651447612,0.000472635970886242,0.000608345748818932,0.000594044495880314,0.000589224149535882,0.000623198122930974,0.000332085996185594,0.000609262542733046,7.45083430272685e-05,0.000617405838297335,0.000645982012745169,0.00066235235275311,0.000654178445799342,0.000491409665213949,0.00066334126054685,0.000644168760985596,0.000644543559955801
