"","CBN11.1","CBN7.1","CBN10.2","CBN6.2","CBN10.1","CBN12.1","CBN1.1","CBN9.2","CBN13.2","CBN13.1","CBN16.1","CBN17.1"
"K00034..glucose.1.dehydrogenase..EC.1.1.1.47.",5.94797251860579e-06,3.33449683853599e-05,4.6802820804114e-06,3.49707282146136e-06,3.44881806236559e-06,3.19294257590042e-06,7.68344136946722e-06,3.98092768433599e-06,2.30934407186856e-06,2.20924157496801e-06,1.46938289542729e-05,3.26978169104886e-06
"K00035..D.galactose.1.dehydrogenase..EC.1.1.1.48.",3.37609670249089e-07,1.39016130748511e-06,2.07685158252274e-07,7.1619817572162e-08,1.251273125583e-08,4.99774711114526e-07,1.14530040947644e-07,1.73390852126644e-07,2.86070065646623e-07,1.63619608883986e-07,2.73390701407228e-07,1.14392155006067e-07
"K00036..glucose.6.phosphate.1.dehydrogenase..EC.1.1.1.49.",0.000253862217376068,0.000593652527179874,0.000673741062179419,0.000533665164387281,0.000624672228876089,0.000530495722906191,0.000666383868093994,0.000529596842643068,0.00043777062787062,0.00052802117292998,0.000517148765447967,0.000773675680530623
"K00038..3alpha.or.20beta..hydroxysteroid.dehydrogenase..EC.1.1.1.53.",4.15045088041508e-06,7.35707211862074e-06,4.17856914731029e-06,4.87644133851608e-06,4.13502064043362e-06,4.21626958727169e-06,3.63912473465678e-06,4.22664409747374e-06,4.20978297800843e-06,3.25629402300117e-06,1.04926334456022e-05,3.33395057792409e-06
"K00039..ribitol.2.dehydrogenase..EC.1.1.1.56.",8.51487826749735e-08,2.84021085880282e-07,1.06825425344007e-07,1.07921542397345e-08,1.51560853609396e-08,2.58548099156423e-07,2.95608953233973e-08,4.29550449841942e-08,1.43425419907285e-07,5.10161184846725e-08,1.53768661382724e-07,2.58075475194951e-08
"K00040..fructuronate.reductase..EC.1.1.1.57.",0.000268631472074459,0.00017149840003799,0.000167664161096717,0.000225853985491851,0.00012000221817511,0.000219942472614824,9.90508075948494e-05,0.00016530522621992,0.000206371762711154,0.000216941886376021,0.000346869968419805,4.65563336813089e-05
"K00041..tagaturonate.reductase..EC.1.1.1.58.",0.00023884384600586,0.000192965428924496,0.000165631041408732,0.000229652928731341,0.000217890410051397,0.000195644770619907,0.000354023955574547,0.000291192544187409,0.000305777670282895,0.000230170137409403,0.000328426121485702,0.000211233697142586
"K00042..2.hydroxy.3.oxopropionate.reductase..EC.1.1.1.60.",3.96987118942779e-05,2.14183718228383e-05,2.16392912569905e-05,3.20187247378353e-05,1.30048259637893e-05,2.91800255163787e-05,1.28920206689191e-05,2.46120863957985e-05,3.29542294219677e-05,3.44378686026002e-05,3.7774792241112e-05,6.15112165494741e-06
"K00043..4.hydroxybutyrate.dehydrogenase..EC.1.1.1.61.",8.22206694374545e-06,2.87080402883718e-06,8.94530580231451e-06,9.26502144083394e-06,3.19399790753803e-05,1.17876224620967e-05,2.45028739554098e-06,2.94597262353549e-06,5.65577402827197e-06,9.78198017591388e-06,7.47162550728808e-06,3.90204600046676e-06
"K00044..estradiol.17beta.dehydrogenase..EC.1.1.1.62.",6.03722684693612e-08,3.62991671823851e-08,3.43016957263902e-08,2.90571956199067e-08,2.34078839413087e-10,3.96289248259586e-08,1.06608980255299e-08,1.72327579268006e-08,3.04814526901293e-08,4.16686374719147e-08,1.81500135516602e-08,4.64482064728177e-08
"K00045..mannitol.2.dehydrogenase..EC.1.1.1.67.",6.40394061809548e-07,4.11495038530595e-06,8.54895032754873e-08,2.71774535081354e-08,3.45666078892103e-08,4.12460114108846e-07,2.86939442115009e-07,1.62010927362569e-07,2.92791920548576e-07,1.64971746285094e-07,1.35528477473496e-07,2.33593187372379e-08
"K00046..gluconate.5.dehydrogenase..EC.1.1.1.69.",0.000390408441091398,0.000337281088283233,0.000269141274635444,0.00031779820250407,0.00037456432463183,0.000326369793504934,0.000359753534104427,0.000402259890374741,0.000426367398711827,0.000327038990818882,0.000426401104833605,0.000280565220262028
"K00048..lactaldehyde.reductase..EC.1.1.1.77.",0.000245204914851522,0.000243704534015529,0.000187392015280249,0.000246524690324069,0.000298645502399451,0.000195767233382308,0.000401640897937925,0.000403353457938556,0.000403967012279885,0.000255519426542866,0.000370224837546269,0.0003329687690798
"K00050..hydroxypyruvate.reductase..EC.1.1.1.81.",8.96199550040829e-05,2.73689210853296e-05,4.14628390821541e-05,7.6461549073388e-05,2.15244486392458e-05,6.17312703452523e-05,2.54131911745673e-05,5.4708948267217e-05,8.28616082824902e-05,8.8235282514014e-05,4.88124622384549e-05,1.00052193201586e-05
"K00052..3.isopropylmalate.dehydrogenase..EC.1.1.1.85.",0.000708590459528023,0.000639563271932797,0.000463926819900974,0.000577092261778315,0.000701277332393359,0.000558365656501327,0.000626695251465535,0.000656430298997785,0.000709521097505189,0.000564672945418163,0.000537445818578465,0.000527416773286468
"K00053..ketol.acid.reductoisomerase..EC.1.1.1.86.",0.000633373585603143,0.000556276958837713,0.00073264229421678,0.000766677735224808,0.000596039665925669,0.000709004742230603,0.000661559827400404,0.000654965029487571,0.000689657760361701,0.000757720989349334,0.000506159922719097,0.000722178480855445
"K00054..hydroxymethylglutaryl.CoA.reductase..EC.1.1.1.88.",6.9442545322924e-05,0.000314616770440299,0.000107322939710583,6.03051142611948e-05,4.41612285434494e-05,7.34829401099218e-05,6.30067760366785e-05,4.61946541543431e-05,2.25775667795745e-05,2.66564980581303e-05,0.000358095667600245,3.1541682954791e-05
"K00055..aryl.alcohol.dehydrogenase..EC.1.1.1.90.",5.28022472847099e-05,7.81727847479761e-05,7.87230736314574e-05,6.2520267488015e-05,2.88279309376029e-05,6.22192816445015e-05,3.88651939515548e-05,4.36018529552994e-05,3.90288232735726e-05,4.09778519746149e-05,0.000236866443348081,1.91076434530767e-05
"K00057..glycerol.3.phosphate.dehydrogenase..NAD.P.....EC.1.1.1.94.",0.000971164063751106,0.000729519545269191,0.000891088987849985,0.000881219025976756,0.000720785465006622,0.000836179385900014,0.000719380093405095,0.000716975462307679,0.00076517617931541,0.000936548593387545,0.000790187872542243,0.000755119804563701
"K00058..D.3.phosphoglycerate.dehydrogenase..EC.1.1.1.95.",0.00128584051323313,0.000959048967984644,0.00154150136748916,0.00131298229037398,0.00107253936855075,0.00160658432723333,0.000849874481428973,0.000964097378566808,0.00108305949106783,0.00122221932535298,0.000845854781971114,0.0010030773964264
"K00059..3.oxoacyl..acyl.carrier.protein..reductase..EC.1.1.1.100.",0.00150194618702214,0.00161443116142086,0.0013653453420083,0.00138310236349512,0.00156248025673614,0.00145977218090383,0.00138929420490238,0.001442276238064,0.00148906914526296,0.00131708033752248,0.00145495788497735,0.00130027287944264
"K00060..threonine.3.dehydrogenase..EC.1.1.1.103.",2.22006134802627e-05,5.7463801230785e-05,2.15178282809464e-05,2.79831379783914e-05,0.000100497284927775,2.1820528900636e-05,6.03899457685714e-05,9.90823423875086e-05,8.28922805049777e-05,3.74900715256619e-05,3.71003188189018e-05,9.57567133217261e-05
"K00064..D.threo.aldose.1.dehydrogenase..EC.1.1.1.122.",1.17966299755681e-05,1.86063548976393e-05,4.40448292551157e-06,7.50658967258647e-06,1.64791974619939e-05,7.55307751232049e-06,3.10975440394714e-05,1.53952435540858e-05,1.40711405528731e-05,8.28551118475096e-06,4.4336968935751e-06,1.52648799169294e-05
"K00065..2.deoxy.D.gluconate.3.dehydrogenase..EC.1.1.1.125.",7.74798450077806e-05,5.57313603259563e-05,4.87776412326069e-05,4.20310406643469e-05,4.54195894752022e-05,7.36745547110584e-05,1.91643184321239e-05,3.99299143470154e-05,5.16728460480487e-05,4.48953241533049e-05,2.37240503855839e-05,1.60404587089502e-05
"K00066..GDP.mannose.6.dehydrogenase..EC.1.1.1.132.",9.02526861199835e-07,5.88248078597901e-06,3.95942116123599e-08,3.88512213037431e-08,4.94143033828175e-08,1.30980236105935e-07,4.09899777460357e-07,1.66993641681949e-07,1.46748868108004e-07,1.97724444557492e-07,5.37350393856474e-08,6.94812717977046e-08
"K00067..dTDP.4.dehydrorhamnose.reductase..EC.1.1.1.133.",0.000665384614053781,0.000759820489838201,0.000486074560633854,0.000653286782547057,0.000967704717642977,0.000502224425999726,0.00103668114635557,0.00096599562566386,0.000962481133405269,0.000611859296059635,0.000749522486628542,0.000902127749921993
"K00068..sorbitol.6.phosphate.2.dehydrogenase..EC.1.1.1.140.",6.00561981852858e-06,2.85003809815495e-05,1.48094542336702e-06,1.64818704008776e-06,8.76621707781271e-07,1.65323756961735e-06,2.71358930392263e-06,1.74413557499903e-06,1.68735876224556e-06,2.90988260794975e-06,3.71773793573398e-06,6.82764339034715e-07
"K00073..ureidoglycolate.dehydrogenase..EC.1.1.1.154.",5.20949935234985e-06,1.10393643672224e-05,3.00578091452904e-06,3.14332134503161e-06,2.03473896319755e-06,4.16638140382617e-06,1.78766452493637e-06,1.36312674787278e-06,1.91099399062564e-06,2.25413459158549e-06,5.03525051523914e-07,5.97483111767961e-07
"K00074..3.hydroxybutyryl.CoA.dehydrogenase..EC.1.1.1.157.",0.000526255587169027,0.00033375800134972,0.000401999282831551,0.000410890674775967,0.000318833864117099,0.000497599596849015,0.0002002100182637,0.000341828452550793,0.000425680788441355,0.000384824521240789,0.000577545562950867,0.000142923397824475
"K00075..UDP.N.acetylmuramate.dehydrogenase..EC.1.1.1.158.",0.000635596992696673,0.00069916940367511,0.000705216156889443,0.000712221653581202,0.000625049845534402,0.000704594325112684,0.000658067548291763,0.000668868977597286,0.00066631034808844,0.000656898369387312,0.00069368409878742,0.000683499553641891
"K00076..7.alpha.hydroxysteroid.dehydrogenase..EC.1.1.1.159.",4.42821014090964e-05,4.34150871155453e-07,0.000309191781059322,0.00020853552364124,1.19333256783346e-05,0.000235143702171628,3.65467396778315e-05,1.55259449999637e-05,9.42226713955608e-06,0.000205889130761281,1.68190952889952e-05,0.000164026915495648
"K00077..2.dehydropantoate.2.reductase..EC.1.1.1.169.",0.000361024811192804,0.000620443413925281,0.000363895603844045,0.000335096509000205,0.000472505823620442,0.000357310877705666,0.00048417450734481,0.000482905360159831,0.000426000522549728,0.000274360228579535,0.000860791967537332,0.000397453155335358
"K00082..5.amino.6..5.phosphoribosylamino.uracil.reductase..EC.1.1.1.193.",6.26994082482215e-06,7.11320142114084e-07,3.42399813879645e-06,4.97204699898832e-06,5.16145535981065e-07,2.76853948305988e-06,1.61671012977265e-06,4.21213141572244e-07,3.10393467670764e-06,3.43170482225552e-06,5.15285005116916e-07,5.38771582346765e-07
"K00086..1.3.propanediol.dehydrogenase..EC.1.1.1.202.",3.31015643446239e-05,9.18667205535893e-05,9.93558141046837e-05,5.38994168507562e-05,3.85928733991525e-05,6.6226894899851e-05,4.47527961651739e-05,3.77863904497445e-05,1.4289241292976e-05,1.50904789614952e-05,0.000337069562118989,2.58732180281735e-05
"K00087..xanthine.dehydrogenase.molybdenum.binding.subunit..EC.1.17.1.4.",0.000217767325488943,0.000102319507217015,0.000210001837571437,0.000136788411933037,0.000121686767504285,0.000249962553974413,5.70296119663029e-05,0.000107089275067425,0.000139044371584104,0.000109224868843457,0.000194286081911899,3.99060605984047e-05
"K00088..IMP.dehydrogenase..EC.1.1.1.205.",0.00113831847204666,0.00124610006978267,0.00131896498139448,0.00130966476981035,0.00129805091777786,0.00129954634657819,0.00126509781462739,0.00127933663283478,0.00125765184088566,0.0012574726622347,0.00112252842624234,0.00136031247103884
"K00090..gluconate.2.dehydrogenase..EC.1.1.1.215.",8.32297134809998e-06,1.88359924715056e-05,4.86031615757098e-06,6.27312631816553e-06,1.22986463714336e-05,5.19274358739447e-06,1.04897606158229e-05,7.86431903609277e-06,7.94155367393743e-06,7.5141318126886e-06,8.58393890958817e-06,5.58396622195447e-06
"K00091..dihydroflavonol.4.reductase..EC.1.1.1.219.",4.94985223288234e-05,6.40706811496057e-05,2.23045471172743e-05,3.90517790153711e-05,7.51192836327712e-05,3.93578441987385e-05,5.86498787713244e-05,7.338704279947e-05,7.32008759315007e-05,4.73746281772399e-05,2.36356333910332e-05,6.06606209845513e-05
"K00094..galactitol.1.phosphate.5.dehydrogenase..EC.1.1.1.251.",1.92537129461297e-06,6.8089180507613e-07,8.94507921065884e-07,1.66551724530165e-06,5.24434299143955e-07,1.36333488654085e-06,6.46557726505203e-07,1.14435968149744e-06,1.87495976883101e-06,1.87149832137244e-06,1.0199673630612e-06,2.09553252945475e-07
"K00096..glycerol.1.phosphate.dehydrogenase..NAD.P....EC.1.1.1.261.",0.000166113340498477,5.5319941450427e-05,0.00010276661674709,0.000133077245706783,3.98200740900177e-05,9.85607278729616e-05,5.16482195092139e-05,4.5054530431713e-05,9.26073820195203e-05,0.000102570004768651,0.000117974485977068,2.17727009506985e-05
"K00097..4.hydroxythreonine.4.phosphate.dehydrogenase..EC.1.1.1.262.",0.000490280093119038,0.00039585917540686,0.00068433052875246,0.000620151458146961,0.000670290093056496,0.000657750584993848,0.000630396750208935,0.000627922356164358,0.000621433216076167,0.000587360100401954,0.000317337272704522,0.000750916229858702
"K00098..L.idonate.5.dehydrogenase..EC.1.1.1.264.",3.04230511547939e-06,1.33174417403131e-06,3.14936647994203e-06,1.26996465493457e-06,1.94320700704695e-06,4.17390961180128e-06,5.17477837036845e-07,1.25213772005219e-06,1.93732281006732e-06,9.66559326233565e-07,4.75912646127116e-07,5.61619470646135e-07
"K00099..1.deoxy.D.xylulose.5.phosphate.reductoisomerase..EC.1.1.1.267.",0.00077962258519044,0.000603881788903732,0.000856664523923071,0.000886500723227059,0.000822423946157076,0.000873359025070253,0.000767381681530006,0.000799640758114614,0.000830314496405491,0.000859073984690591,0.000561976247507543,0.000853474080291088
"K00100...EC.1.1.1...",0.000739547585083189,0.000800945812015677,0.00053324519880506,0.000608178736364068,0.000866573501720143,0.000638776913477364,0.000820209482976021,0.000947312276078017,0.000912965309294551,0.000612157806579469,0.000937893403326444,0.000763329447275393
"K00101..L.lactate.dehydrogenase..cytochrome...EC.1.1.2.3.",1.64937551904235e-05,1.55973405725337e-05,1.13616795151435e-05,1.13089771329627e-05,7.65701100496622e-06,1.35742406004542e-05,5.90131630825583e-06,1.07492818574509e-05,1.27861399577331e-05,1.22196642522628e-05,2.07591361128757e-05,3.86086847829136e-06
"K00102..D.lactate.dehydrogenase..cytochrome...EC.1.1.2.4.",0.000167773312583098,7.07487550246696e-05,0.00100402396004104,0.000700682723970903,0.000140722345190848,0.00077011777888497,0.000215411649064015,0.000162244059305216,0.000128654949939959,0.000694730923295206,7.31866080534342e-05,0.000635877324276903
"K00103..L.gulonolactone.oxidase..EC.1.1.3.8.",3.34178237375177e-07,2.10016113012974e-06,7.16641811647465e-08,2.01007270284814e-08,4.93376602262301e-08,2.48072395620765e-07,1.46829923882127e-07,8.19233364412426e-08,2.93226883736356e-07,9.43013023083101e-08,1.03428565524069e-07,5.10403712538911e-08
"K00104..glycolate.oxidase..EC.1.1.3.15.",0.000268412853116264,0.000100502647707142,0.000898836984329428,0.000672406251580585,0.000100877797959076,0.000729832331125002,0.000174819891977578,0.000155736019894988,0.000169406084308177,0.000679545964596653,0.000139320559895312,0.000489458088091588
"K00105..alpha.glycerophosphate.oxidase..EC.1.1.3.21.",2.54127242303069e-05,0.000128880206649982,2.58592138990897e-06,4.82777177998153e-06,1.79797544702708e-06,5.46738759000239e-06,8.90494291915947e-06,6.16597619474353e-06,6.63702843090302e-06,1.37161730315181e-05,3.98490218990271e-06,4.69873399669853e-06
"K00108..choline.dehydrogenase..EC.1.1.99.1.",1.4591489662078e-05,6.74170123341624e-05,5.04143437977283e-06,2.65914322868598e-06,4.43508383324718e-06,4.71599864916718e-06,5.49127968313975e-06,5.69290122914689e-06,6.3514588364426e-06,6.78429917888459e-06,2.95791788245943e-06,2.27445420800156e-06
"K00109..2.hydroxyglutarate.dehydrogenase..EC.1.1.99.2.",3.55459365504134e-10,0,1.02768795806438e-10,0,0,4.84556862848089e-09,0,7.26715305776899e-10,2.86087877378827e-10,0,0,3.21298767153443e-10
"K00111..glycerol.3.phosphate.dehydrogenase..EC.1.1.5.3.",0.000794742861069986,0.000499151266919969,0.000485120343013036,0.000610829058668449,0.000407772796602699,0.000554785464091064,0.000357430166066687,0.000327699638616961,0.000443588761431107,0.000553199644970874,0.000705125214740786,0.000189208188533215
"K00112..glycerol.3.phosphate.dehydrogenase.subunit.B..EC.1.1.5.3.",5.09579800026581e-06,4.39085029633242e-07,9.35922630807964e-06,2.73753483437102e-05,3.81607115511055e-05,2.24359153183766e-05,4.69617094182623e-06,2.68944432909762e-07,7.61484160418291e-06,1.31497957447049e-05,2.85365950507244e-06,3.77843779378281e-06
"K00113..glycerol.3.phosphate.dehydrogenase.subunit.C..EC.1.1.5.3.",5.75034884147566e-06,1.20624669181599e-06,1.01919417218746e-05,3.42276014157427e-05,4.43845054240248e-05,2.67320738080665e-05,6.94695425995238e-06,1.8346682434051e-06,1.04860881633999e-05,1.47303263209249e-05,3.70215580316322e-06,5.19650657007292e-06
"K00114..alcohol.dehydrogenase..cytochrome.c...EC.1.1.2.8.",9.05423138931649e-06,1.11471250449311e-05,4.15402974168536e-06,5.37407845168059e-06,7.77011997651541e-07,3.69974867591314e-06,2.46443569794549e-06,2.08352999807058e-06,3.79986766747337e-06,4.30641597028129e-06,1.04904615291603e-06,1.49224433255199e-06
"K00115..glucose.dehydrogenase..acceptor...EC.1.1.99.10.",3.16059501096149e-09,0,9.48389991947371e-10,0,0,0,0,6.46164651357628e-09,1.48342898567907e-10,1.22589216062283e-09,0,3.37926693796233e-09
"K00116..malate.dehydrogenase..quinone...EC.1.1.5.4.",9.55347922480784e-05,0.000126021954790901,0.000530666899694283,0.00035844425367304,2.17691459058963e-05,0.000403868037468817,7.14970613874844e-05,2.98809741339395e-05,1.87594023522883e-05,0.000356970548109438,2.92763834083523e-05,0.000282176187072877
"K00117..quinoprotein.glucose.dehydrogenase..EC.1.1.5.2.",3.78909162942416e-06,1.46322484352604e-05,1.97187474610076e-06,1.7604833527626e-06,2.23887372939901e-06,1.89681912449303e-06,2.97239645407138e-06,3.73630113300732e-06,3.41250031707839e-06,2.28209076540861e-06,3.83224013194121e-06,2.37569670029392e-06
"K00118..glucose.fructose.oxidoreductase..EC.1.1.99.28.",8.79937477063534e-06,1.17124595770647e-05,5.30814047229407e-06,5.93584436253361e-06,7.35716716821432e-06,6.91513458212793e-06,3.32901008276115e-06,4.88523739480623e-06,5.71301187970734e-06,6.48260329077504e-06,1.09148759436312e-05,1.84460710719759e-06
"K00119...EC.1.1.99...",8.40658417779107e-07,1.11018201763259e-06,1.57125972216686e-06,4.275650586614e-07,2.13085673946994e-07,1.90606060967969e-06,1.75658710180437e-07,1.34329831351027e-06,1.51480658901885e-06,5.21221744609867e-07,1.05245098344475e-06,6.30236376849886e-07
"K00121..S..hydroxymethyl.glutathione.dehydrogenase...alcohol.dehydrogenase..EC.1.1.1.284.1.1.1.1.",2.3257375806207e-05,4.64142108214601e-05,8.89148187537741e-06,8.6063893184519e-06,1.38323210196133e-05,1.45262842140839e-05,9.35021528230956e-06,1.3257295054087e-05,1.36474282042337e-05,9.60435895275142e-06,8.0972225458487e-06,7.85052418740372e-06
"K00122..formate.dehydrogenase..EC.1.2.1.2.",5.14365907927432e-06,3.18903804313492e-05,4.00762876254374e-07,2.1226408093477e-07,2.76240981090933e-07,4.71599186390395e-07,2.22216787738485e-06,9.46430285471823e-07,1.10966552253475e-06,1.04018428458339e-06,2.65959271311612e-07,3.03609363033672e-07
