"","DS_1A","DS_1C","DS_1E","DS_2A","DS_2C","DS_2E","DS_3A","DS_3C","DS_3E","FS_1A","FS_1C","FS_1E","FS_2A","FS_2C","FS_2E","FS_3A","FS_3C","FS_3E"
"K00012..UDPglucose.6.dehydrogenase..EC.1.1.1.22.",0.000891546109106214,0.000923793381239433,0.0008762963030799,0.000831684669968574,0.000882020356988568,0.000847538114437338,0.000864517664207917,0.000873060447975932,0.000877047567430363,0.000893757147643242,0.000870736168539127,0.000842831347625399,0.000854129345092957,0.000873816443134067,0.000814854648714915,0.000907770341163118,0.000898956331042529,0.00091568910692303
"K00013..histidinol.dehydrogenase..EC.1.1.1.23.",0.000626630438485065,0.000624510995316488,0.000630786597324524,0.000600193171512727,0.000616869104079877,0.00063416752999934,0.0006072526763727,0.000625185864268238,0.000607232000154936,0.000606616826207102,0.000591865702337439,0.000595375899241891,0.00059046996929802,0.000598695725965111,0.000601634286843251,0.000602989262093129,0.00059992980407245,0.00060730194321003
"K00014..shikimate.dehydrogenase..EC.1.1.1.25.",0.000465277463267062,0.000431881105391082,0.000498856045996025,0.000505517490369642,0.000511748163999278,0.000532877544170969,0.00046758089367633,0.000459999031119271,0.00046350023881634,0.000449199843269866,0.000483535379190786,0.00045638364682561,0.000480876348145492,0.000486839892167074,0.000497214319525365,0.000468385713096215,0.00047348096360678,0.00044117710307036
"K00015..glyoxylate.reductase..EC.1.1.1.26.",0.000201590612781676,0.000178927863283672,0.000220687137124592,0.000234882779254427,0.000212053522357104,0.000237370786041155,0.000223810990849994,0.000227907245626974,0.000208377545754688,0.000188401852361612,0.00020152493285404,0.000189230204811343,0.000208868347321673,0.000223021741891697,0.000231700399013349,0.000203939619458005,0.000201297760845911,0.000176780525711708
"K00016..L.lactate.dehydrogenase..EC.1.1.1.27.",7.96173767948097e-05,7.75199493138007e-05,7.96121569990584e-05,7.34664702215785e-05,7.58981017208097e-05,7.74567861087491e-05,6.74112674754216e-05,6.72513665390889e-05,7.05238588216032e-05,7.71821053320906e-05,7.01700245641201e-05,7.57817962984034e-05,7.13346215683528e-05,7.11723776441468e-05,6.85451032209548e-05,7.75002032518289e-05,7.47319349596068e-05,7.82420337640857e-05
"K00018..glycerate.dehydrogenase..EC.1.1.1.29.",7.57876173985169e-05,7.92731374500888e-05,7.04038350769782e-05,6.45938409220579e-05,8.7359610241603e-05,6.86512230830988e-05,6.78332280253064e-05,6.48407589044086e-05,6.92216164937486e-05,7.91713289561261e-05,8.46844456049416e-05,7.53847645406935e-05,7.69071577165252e-05,7.36097697417205e-05,6.94461796332198e-05,7.6144075375551e-05,7.56988831559568e-05,7.4595141173164e-05
"K00019..3.hydroxybutyrate.dehydrogenase..EC.1.1.1.30.",0.000246828559398491,0.000232409875474172,0.000254212834254162,0.000291223352244679,0.000264706653904929,0.000260899748590016,0.000268568506552747,0.000251491212207951,0.000258193671809699,0.000253407862038459,0.000275360719870394,0.000276660351968012,0.000286882226317313,0.000278238559867759,0.000285660667159529,0.000266998097961239,0.000266198107989399,0.000250064555338137
"K00020..3.hydroxyisobutyrate.dehydrogenase..EC.1.1.1.31.",0.00042271712834661,0.000386484510664934,0.000453580426963029,0.000460194968630791,0.000455650877719776,0.000509331853203514,0.000404661864911086,0.000389514281164376,0.000390694789449209,0.000420562834080422,0.000457526024324693,0.000435947517386331,0.000467975286973207,0.000471739066076178,0.000472411650760783,0.000443854693981041,0.000439305413226536,0.000412506310500871
"K00021..hydroxymethylglutaryl.CoA.reductase..NADPH...EC.1.1.1.34.",7.05769036215131e-05,7.97217499655944e-05,6.89451031373183e-05,6.01061846841021e-05,9.08423705200968e-05,6.31656708576864e-05,8.17405391882513e-05,7.97719370425644e-05,8.77012835316018e-05,7.39519987834628e-05,7.7361520167661e-05,5.7456396272008e-05,6.74972177559274e-05,7.01515814014451e-05,6.41242491359622e-05,8.70783821467187e-05,8.99929200680509e-05,8.33372327960489e-05
"K00023..acetoacetyl.CoA.reductase..EC.1.1.1.36.",0.000190302169114682,0.000189600692036437,0.000184099303538324,0.000177607075897776,0.000208052587378023,0.000178800872499664,0.000151164208790951,0.000134857106193783,0.00014638630252806,0.000211706456541055,0.000223289337111111,0.000247372168562715,0.000242315573025371,0.000217509974026802,0.000222496456087556,0.000210882367725931,0.000208958455218956,0.000219122280399581
"K00024..malate.dehydrogenase..EC.1.1.1.37.",0.000463690103686854,0.000455209670024751,0.000475395069589772,0.000459146977678458,0.000468030418953349,0.000487764122481191,0.000454073996870808,0.000466732170423362,0.000449786365213475,0.000449851619769431,0.000445754566656421,0.000443030747997254,0.00044871539363145,0.000452893822715747,0.000459287838152278,0.000450277906750971,0.000449688740288176,0.000449590777236991
"K00027..malate.dehydrogenase..oxaloacetate.decarboxylating...EC.1.1.1.38.",0.000256440505522241,0.000261318619649189,0.000267386101506187,0.000355277249321769,0.000267085883106801,0.000278555945476216,0.000390480604540695,0.000388959371796911,0.000406951248676186,0.000260112077900732,0.000259676924344637,0.000267609646114889,0.000250454379105534,0.000248998021875991,0.000303414161155979,0.000263851391829727,0.000283356128198172,0.000254090073382519
"K00029..malate.dehydrogenase..oxaloacetate.decarboxylating..NADP....EC.1.1.1.40.",0.00085775296645765,0.000820581340638944,0.000866700719668986,0.000799672387841948,0.000911495360950703,0.000892995964034798,0.000684254028533489,0.000644448770514236,0.00064662894762857,0.000875310731349456,0.000957108121626907,0.000887649446916238,0.000958813406566612,0.000941517682165124,0.000876266058721277,0.000883555129433645,0.000855995293851222,0.000855519156664312
"K00030..isocitrate.dehydrogenase..NAD....EC.1.1.1.41.",0.000232639686826208,0.000264104766562002,0.000220494042937568,0.000176602259931504,0.000218511774578557,0.00021022414144296,0.000207995116085396,0.000218606502640384,0.00021197331677421,0.000230974184578444,0.000202088672033907,0.000210563208042861,0.000203286583464777,0.000201168259181375,0.000176949042976008,0.000238409306790871,0.000232997115324792,0.000259875273946625
"K00031..isocitrate.dehydrogenase..EC.1.1.1.42.",0.000847653547597453,0.000846949691261441,0.000852639566152751,0.000826686515656001,0.000836806912184273,0.000854737803785834,0.000827377667263491,0.000838364835417036,0.00083715685517431,0.000841243808169869,0.000827866308680329,0.000852152029164616,0.000822682570434242,0.000820407476769124,0.000843260217048224,0.000817353113536655,0.000821753995024467,0.00083469623814392
"K00032..phosphogluconate.2.dehydrogenase..EC.1.1.1.43.",5.27084663050069e-07,3.9822187563762e-07,5.93171488661299e-07,6.73353701541365e-07,6.03152078763117e-07,9.24060664638622e-07,3.30573078440112e-07,3.2522974265508e-07,4.54212755838697e-07,4.86875557524531e-07,5.4879786218548e-07,3.50951670014354e-07,6.35322485155114e-07,5.91749953575834e-07,7.41803200330739e-07,3.29189907351068e-07,3.79205492174896e-07,3.54012762474048e-07
"K00033..6.phosphogluconate.dehydrogenase..EC.1.1.1.44.",0.000688952555440836,0.0007303575108928,0.000668140236039324,0.000680868827211434,0.000663127209679943,0.000597448627975006,0.000765304383488954,0.000773722096780088,0.000788474138921683,0.000695976273776563,0.000659583502851019,0.000665368630829942,0.000647069957630783,0.000659583200435547,0.000656664393844771,0.000711707451742966,0.000722800402422596,0.000721193558267413
"K00034..glucose.1.dehydrogenase..EC.1.1.1.47.",0.000181897721239865,0.000200681370556097,0.00016991647964295,0.000162826637021404,0.000171378896910875,0.000147167559817916,0.000196748716187772,0.000206116963772023,0.000200396812964217,0.000174644062747369,0.00015814391602164,0.000146567789595153,0.000146728780634344,0.000157045454159426,0.000137201802963764,0.00017853141379209,0.000178009770841393,0.000183055112765956
"K00035..D.galactose.1.dehydrogenase..EC.1.1.1.48.",9.20829899823106e-05,9.26845504552627e-05,9.09184267250702e-05,8.04539409231597e-05,9.76021228790756e-05,8.42314631853209e-05,7.03334481998071e-05,6.15289024461931e-05,6.66320908482843e-05,0.000100218856029881,0.000108430690977785,0.000115347915652474,0.00011512297963761,0.000108598047087409,0.000109166581046517,0.000106785933814189,0.000103259757475154,0.000106402739250662
"K00036..glucose.6.phosphate.1.dehydrogenase..EC.1.1.1.49.",0.00104350156860536,0.00109996765542566,0.00100832203559601,0.00104444499070138,0.000995547039309721,0.0009185236633293,0.00111951715049425,0.00112219814063789,0.00114206515548228,0.00106797278233435,0.00102391207024488,0.00109171551433016,0.00103950195389751,0.00101996508387276,0.00104585859754623,0.00106811544186169,0.00108100825541314,0.00109858435962533
"K00038..3alpha.or.20beta..hydroxysteroid.dehydrogenase..EC.1.1.1.53.",6.22918893347365e-05,5.62495192728113e-05,6.73883196542414e-05,7.62026149936565e-05,6.42946188957287e-05,6.88472546794385e-05,7.81886850072547e-05,7.46015232128863e-05,8.17597029254674e-05,6.24984064095696e-05,6.76014985978545e-05,7.17147218276423e-05,6.21546208001163e-05,6.31858143519098e-05,8.41321432282793e-05,6.12119200082182e-05,6.80721219238982e-05,5.78995007653056e-05
"K00039..ribitol.2.dehydrogenase..EC.1.1.1.56.",2.48724095431039e-05,2.19254930186206e-05,2.75242361624131e-05,2.71135989364161e-05,2.57457216567975e-05,2.73243100068095e-05,2.14835675474377e-05,2.00919059171139e-05,1.91714447442689e-05,2.36347491211692e-05,2.77115906765287e-05,2.19138143825129e-05,2.82738054706818e-05,3.14667486992389e-05,2.54011902850875e-05,2.84889804980765e-05,2.68833177920602e-05,2.38143893188429e-05
"K00040..fructuronate.reductase..EC.1.1.1.57.",0.000157695914249162,0.000148878881035361,0.00015721734059844,0.000150415155499283,0.000161653456225711,0.000150573523750246,0.00012810910146548,0.000116023298790707,0.000125655797522376,0.000165265328961972,0.000177803622962121,0.00019104826558653,0.000187545315049776,0.000179956120042933,0.000191308971544592,0.0001682290121964,0.000163582324391933,0.000164237738447713
"K00041..tagaturonate.reductase..EC.1.1.1.58.",3.05232444935382e-05,2.33496755737299e-05,3.0477717095254e-05,3.2357162915798e-05,2.96757287088012e-05,3.26815040908817e-05,2.48743351729322e-05,2.34218097208772e-05,2.47341574773585e-05,2.86652847711714e-05,2.89470611012315e-05,3.05300229117915e-05,2.84320414486783e-05,3.38567597800752e-05,3.24659020887047e-05,2.03398804316671e-05,1.96424604971013e-05,2.04906799025712e-05
"K00042..2.hydroxy.3.oxopropionate.reductase..EC.1.1.1.60.",0.000187833978202406,0.000173719576083754,0.000185428887220159,0.000183017666449662,0.000192665519936919,0.000182850473859313,0.000173833704845628,0.000166264055940429,0.000169321684261742,0.000181245402462862,0.000195872356034924,0.000174759261723437,0.000192077411463245,0.000192226778876859,0.000187070144055142,0.000189213653547137,0.000182825736609516,0.000177128915918891
"K00043..4.hydroxybutyrate.dehydrogenase..EC.1.1.1.61.",4.37611224686594e-06,3.81475587259084e-06,4.58783683833791e-06,4.14029105779012e-06,4.30673383304022e-06,4.66724660401342e-06,3.46100188393318e-06,3.32911922303591e-06,3.16333700045089e-06,4.06031846266854e-06,4.34818005522541e-06,3.47379486638727e-06,4.48185219595063e-06,4.51670849557038e-06,3.43774136309717e-06,4.65319845172567e-06,4.30403277955247e-06,4.24616429175393e-06
"K00044..estradiol.17beta.dehydrogenase..EC.1.1.1.62.",3.84541318098083e-06,3.33751015974156e-06,4.01362855808314e-06,3.91537425658238e-06,4.02923352064274e-06,4.20460230370208e-06,3.14803897428139e-06,2.90531719569909e-06,2.87851406854022e-06,4.21457351250034e-06,4.864757884973e-06,4.36449986566745e-06,4.84161803265307e-06,5.10097284528762e-06,4.87736582948912e-06,4.2444924667522e-06,4.21738225364186e-06,3.70435781855479e-06
"K00045..mannitol.2.dehydrogenase..EC.1.1.1.67.",5.55827683161914e-05,4.42667659138789e-05,6.27529632834321e-05,6.51141550934086e-05,5.40009580244548e-05,6.69586127347826e-05,5.78202570473115e-05,5.38041401748027e-05,5.66690742600153e-05,5.05760220777459e-05,5.63204297735175e-05,5.42974947140513e-05,5.87305785349397e-05,6.3771362420898e-05,7.40133595926976e-05,5.78818540194706e-05,5.75323762338433e-05,4.91605192795078e-05
"K00046..gluconate.5.dehydrogenase..EC.1.1.1.69.",0.000250969609915084,0.000253814985876637,0.000233380488407275,0.000216384457090191,0.000224032021160808,0.0002070512749162,0.000240062703924865,0.000248247594924053,0.000239978904219628,0.000241836565855351,0.000229142553013575,0.000216950376724035,0.000223811850796182,0.000233371206572174,0.000227796740557933,0.000244274558409783,0.000236149014927039,0.000242534439291265
"K00048..lactaldehyde.reductase..EC.1.1.1.77.",2.04534578356046e-06,1.28462557206738e-06,2.21208262183982e-06,2.74508258787489e-06,1.90135554599006e-06,2.66642409995444e-06,2.27433008774193e-06,2.01785918552614e-06,2.89158287226108e-06,1.98762607197142e-06,1.53330875891085e-06,1.8678390242618e-06,1.61268287348122e-06,1.92401276881574e-06,2.45621796868034e-06,1.16435750645489e-06,1.58916577893762e-06,1.15688988375565e-06
"K00050..hydroxypyruvate.reductase..EC.1.1.1.81.",0.000430802180718366,0.000419058016687625,0.000422479311596113,0.000363115731794027,0.000403684068569359,0.000409264223542675,0.000373132622025439,0.000392738345082664,0.000361831721186851,0.000399449982614094,0.000395216910037126,0.000356062087625865,0.000383025869608497,0.000408660758882102,0.000375647897229893,0.000404145887557197,0.000388167575930199,0.000397938120380661
"K00052..3.isopropylmalate.dehydrogenase..EC.1.1.1.85.",0.000613848468475513,0.000612491175477965,0.000609790716129985,0.00057904238986778,0.000597029893545122,0.000578221199410741,0.000587157809055022,0.000603421788401357,0.000588575633721751,0.000598436641570895,0.000580251097231242,0.000576960807532182,0.000578227687728713,0.000592502434644884,0.000577294634875888,0.000595042921527055,0.000591736100655537,0.000597868858800275
"K00053..ketol.acid.reductoisomerase..EC.1.1.1.86.",0.000528541773672542,0.000530107200879151,0.000524226607191736,0.000497921098950029,0.000515694313977182,0.000491044411254088,0.000512705446186942,0.000529940421082491,0.000519282183901405,0.000513541596370653,0.00049747146744822,0.000501061559763835,0.000493390631920329,0.00049942556469118,0.000507063720481638,0.000503560370495676,0.000504886055784671,0.000508632323265408
"K00054..hydroxymethylglutaryl.CoA.reductase..EC.1.1.1.88.",5.74753950301046e-05,3.70610226393267e-05,6.93452887426337e-05,5.01311763483205e-05,6.15019565103099e-05,8.17535906162377e-05,4.92498184959754e-05,6.56940851510791e-05,4.80493341968245e-05,2.98578379057686e-05,2.84061693551736e-05,2.57242278426746e-05,2.52065014993642e-05,3.5262312630185e-05,5.68548911813814e-05,2.36211930240054e-05,2.85005423687755e-05,2.28604527902279e-05
"K00055..aryl.alcohol.dehydrogenase..EC.1.1.1.90.",4.0701573270065e-05,3.7452932141832e-05,4.44517893796366e-05,4.85796195880712e-05,4.27404442355312e-05,4.8869647033302e-05,3.8445981621351e-05,3.61942686959419e-05,4.13464823073991e-05,4.02786906676407e-05,4.3597850392223e-05,4.66286591586968e-05,4.4677513609491e-05,4.2559031791233e-05,4.60425300242874e-05,3.99713540820066e-05,4.14149167320344e-05,4.0200602663201e-05
"K00057..glycerol.3.phosphate.dehydrogenase..NAD.P.....EC.1.1.1.94.",0.000503865213210744,0.000510296274227315,0.000505690098832217,0.000502436781670192,0.000494155281888385,0.000505424244551646,0.00050661650696087,0.000507239608177437,0.000513452129387476,0.000508596109378469,0.000500053269156808,0.000505706652517035,0.000498231621081383,0.000499613730864525,0.000498875896995476,0.0005051303536118,0.000506207746604807,0.000509301408258424
"K00058..D.3.phosphoglycerate.dehydrogenase..EC.1.1.1.95.",0.0012664711957293,0.00126677937009918,0.0012856601930144,0.00131630931911658,0.00129669838413436,0.00128961456316849,0.00133739053828692,0.00133690951116608,0.00133014297355406,0.00126903900976704,0.00127094337648689,0.00125087056030591,0.00127988722712428,0.00129304749217936,0.00129254420957434,0.00131085857805257,0.00131156302828517,0.00127592292915696
"K00059..3.oxoacyl..acyl.carrier.protein..reductase..EC.1.1.1.100.",0.00516228937712116,0.00520661998035896,0.00512409484262458,0.00559863009474193,0.00505244091053546,0.00509445066263727,0.00594566928903121,0.00600009733152956,0.00590836885839277,0.0050535692508941,0.00498743933320463,0.00494941037364732,0.00492180291731843,0.00502012655111573,0.00510734109582844,0.00511863693547702,0.00516427177982302,0.00502971128062756
"K00060..threonine.3.dehydrogenase..EC.1.1.1.103.",0.000332694308485363,0.000364232620272154,0.000319500152201079,0.000338666735608818,0.00032094580767525,0.000316654652593454,0.000378625227590882,0.000384543739798923,0.000379101260974316,0.000337698427992876,0.000308749000549077,0.000330554171310405,0.000319401111999487,0.000309704645560831,0.000307282084862519,0.000349161171061471,0.000345677174604363,0.000361917862195959
"K00064..D.threo.aldose.1.dehydrogenase..EC.1.1.1.122.",0.00013668275953582,0.00014097723308952,0.000130433191586563,0.000119761270001431,0.000138131787016021,0.000118849643981894,0.000113773640221846,0.000106039962236621,0.000114426017579203,0.000148079638826839,0.000150535472116313,0.000169687269921082,0.000160370531283363,0.000146989771642612,0.000158709663060766,0.000149261049628526,0.000146769103949473,0.000157962855806853
"K00065..2.deoxy.D.gluconate.3.dehydrogenase..EC.1.1.1.125.",0.00020353700211669,0.000215460071882222,0.000192067705351961,0.000177487741446501,0.00019034383996973,0.000169159809705011,0.000199628185345242,0.0002053489886845,0.00020124978095575,0.000204507707013085,0.000192274644096746,0.000188970605696079,0.000190387874937136,0.000198386784720182,0.000188153054157131,0.000206024849993014,0.000202553970675542,0.000208849272506775
"K00066..GDP.mannose.6.dehydrogenase..EC.1.1.1.132.",8.07480237934253e-05,8.74511107887436e-05,7.68298287323962e-05,6.30057984407313e-05,8.1101462223024e-05,6.54998344372119e-05,7.49143663754088e-05,7.66720167434056e-05,7.71206602035709e-05,7.56034737718729e-05,7.03067685215853e-05,5.84747949494559e-05,6.28041829378543e-05,6.9013499339003e-05,5.24585932314092e-05,8.06294926492873e-05,7.94466794499988e-05,8.26024687639111e-05
"K00067..dTDP.4.dehydrorhamnose.reductase..EC.1.1.1.133.",0.000448483460135871,0.00046060392636509,0.000427702676789575,0.00042035436121176,0.000429181308038519,0.000397734574939686,0.000444311108489984,0.000453977734362421,0.000453110040340344,0.000453194074624071,0.00043507909890756,0.000441035877383438,0.000430966148225225,0.000433944575990466,0.000426773289746304,0.000437172217766367,0.000436348609131991,0.000448588497080625
"K00068..sorbitol.6.phosphate.2.dehydrogenase..EC.1.1.1.140.",4.36975070729938e-06,3.84098705708745e-06,4.47161777002041e-06,4.61544068337961e-06,4.00010051114162e-06,4.62907684194486e-06,4.01468386171334e-06,4.0050926041078e-06,4.59886826293781e-06,4.15359626596957e-06,3.66519196831705e-06,3.5445197111543e-06,3.93733242699339e-06,4.38015528984746e-06,4.32165686952842e-06,3.6865011386956e-06,3.76855519998384e-06,3.59886426590185e-06
"K00073..ureidoglycolate.dehydrogenase..EC.1.1.1.154.",4.24636089501818e-06,3.36356951650286e-06,4.3909140876144e-06,6.17729786825196e-06,4.44153963007169e-06,5.12366814752135e-06,5.36743932128509e-06,4.93191917391219e-06,5.44407763485364e-06,4.11760299635057e-06,4.30908946484464e-06,4.17702703896711e-06,4.85669306672632e-06,4.86085581126647e-06,4.97081854703789e-06,4.00912254508354e-06,4.08183585759688e-06,3.44289642933144e-06
"K00074..3.hydroxybutyryl.CoA.dehydrogenase..EC.1.1.1.157.",0.000635326798549752,0.000601318791527181,0.000671360595658676,0.000834864544589738,0.00064160733357715,0.000751853228244918,0.000813343133909364,0.000797669631958079,0.000785449517710442,0.000608728375851635,0.000635482532211556,0.00062842347118856,0.00063836163824369,0.000650181503042816,0.000658306932369393,0.000630801548708478,0.000631156286928913,0.000579705537990108
"K00075..UDP.N.acetylmuramate.dehydrogenase..EC.1.1.1.158.",0.000471172285531649,0.000479243671530071,0.00046791659307655,0.000471722715826037,0.000458964629130147,0.000466999922045176,0.000470600676501276,0.000472526767135354,0.000474866189574156,0.000475907711126927,0.000466954164065019,0.000470347203961205,0.000468422236435943,0.000467126264776146,0.000462973765689701,0.000467681655689377,0.000465972385097241,0.000474219916925868
"K00076..7.alpha.hydroxysteroid.dehydrogenase..EC.1.1.1.159.",3.77852288645432e-05,3.24759026790099e-05,4.41476884515601e-05,4.87333712296719e-05,4.03391846902071e-05,4.54410909670105e-05,4.3635888746862e-05,4.00740724869343e-05,4.35308456032261e-05,3.6713035706881e-05,4.30665619346898e-05,4.07693048249887e-05,4.0935680947145e-05,4.42796960509029e-05,4.76935404839859e-05,4.17650945664161e-05,4.40395652490376e-05,3.56931137240251e-05
"K00077..2.dehydropantoate.2.reductase..EC.1.1.1.169.",0.000408919521609123,0.000397782441275625,0.000409102163306333,0.000409521076406629,0.000424730070551382,0.000439330422036364,0.0003852865421469,0.00038307424722053,0.000381280814583813,0.000412383964874463,0.000429073088354354,0.000415146053602036,0.000420754186098822,0.000418762637581554,0.000400665693543681,0.000399116150947748,0.000402704417499852,0.000400374988745568
"K00082..5.amino.6..5.phosphoribosylamino.uracil.reductase..EC.1.1.1.193.",1.498760233974e-05,1.26827359786845e-05,1.79297483986731e-05,2.2081556573405e-05,1.56845069993793e-05,1.82264631625129e-05,2.26030489352387e-05,2.12968752430229e-05,2.52535942871499e-05,1.55758984648043e-05,1.71526682093198e-05,2.07877205437748e-05,1.5154662884029e-05,1.54130435670143e-05,2.52607237908865e-05,1.46658341739885e-05,1.81265897317715e-05,1.38955001732871e-05
"K00086..1.3.propanediol.dehydrogenase..EC.1.1.1.202.",9.37938152255916e-06,9.04755091614419e-06,8.97182848391199e-06,1.21429655660874e-05,1.12021160627202e-05,1.09261182094493e-05,1.13942168125853e-05,1.09865191779547e-05,1.17737611494917e-05,9.98759915756321e-06,1.23240917177042e-05,1.10701407882961e-05,9.196836259396e-06,8.30439713382195e-06,1.05292448948474e-05,7.96798387356282e-06,8.61096623412874e-06,6.81631460928172e-06
"K00087..xanthine.dehydrogenase.molybdenum.binding.subunit..EC.1.17.1.4.",1.72676064299795e-05,1.43397458955333e-05,1.86063425562493e-05,1.92760529867555e-05,1.65223011700004e-05,1.96005280089644e-05,1.75167258268292e-05,1.62680888687799e-05,1.78474035200705e-05,1.78843291466697e-05,1.83605643831539e-05,1.64990551744644e-05,2.02108871046436e-05,2.15835165622399e-05,2.2427424664902e-05,1.99220937424501e-05,1.89274033148599e-05,1.71560179174157e-05
"K00088..IMP.dehydrogenase..EC.1.1.1.205.",0.000902326144480612,0.000879179258676155,0.000935693789609843,0.000925188328773292,0.000901621110880386,0.000949719282977115,0.000938898987683226,0.000960865449885183,0.000961973475160348,0.000873456119867395,0.000865564342471491,0.00087814357979611,0.000851800913379903,0.000864620979851784,0.000944364753692325,0.000858948208916363,0.000881965613256086,0.000861967507755175
"K00090..gluconate.2.dehydrogenase..EC.1.1.1.215.",8.41185470042905e-05,8.61615266848648e-05,7.96748938232258e-05,7.45255502348243e-05,9.21648456445116e-05,7.78708226357954e-05,6.02844395267466e-05,5.25182221912801e-05,6.04929879225424e-05,9.27817752134741e-05,9.67871969738614e-05,0.000113385712593114,0.00010679136238157,8.650027817517e-05,8.96942101558649e-05,8.9802867356728e-05,8.94163642015109e-05,0.000100451427886953
