OTUID	FG.E	ADI.A	FG.A	AD2.E	AD2.C	FG.C	F2.A	ADI.E	FI.E	FI.A	ADI.C	F2.C	ADG.E	ADG.C	ADG.A	FI.C	AD2.A	F2.E
k__Bacteria;p__Chloroflexi;c__TK10	0.00437788018433	0.00255633402765	0.00335875090777	0.00569712036462	0.00231535077564	0.00120651518198	0.000326663944467	0.00677200902935	8.25900231252e-05	0.000462149921435	0.00208902458621	0.0010067114094	0.0126726650615	0.0130031659882	0.00951877313591	0.000726084588855	0.0026455026455	0.0
k__Bacteria;p__Chloroflexi;c__TK17	0.000115207373272	0.0	0.0	0.000103584006629	0.000231535077564	0.000301628795496	8.16659861168e-05	7.52445447705e-05	0.000247770069376	0.000277289952861	0.0	0.000111856823266	0.0	0.000113071008593	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000160694198939	0.0	0.000253453301229	0.000113071008593	0.0	0.0	0.000496031746032	0.0
k__Bacteria;p__Chloroflexi;c__[Thermobacula]	0.0	0.0	0.0	0.0	0.0	0.000100542931832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000165343915344	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2	0.0	0.000378716152244	0.0	0.0	0.0	0.0	8.16659861168e-05	0.000300978179082	8.25900231252e-05	9.24299842869e-05	0.0	0.0	0.000380179951844	0.000226142017187	0.000264410364886	0.0	0.000165343915344	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast	0.0	0.0	9.07770515614e-05	0.000103584006629	0.0	0.0	0.00155165373622	0.0	8.25900231252e-05	0.000554579905721	0.0	0.000111856823266	0.0	0.0	0.0	0.0	0.00132275132275	0.00115074798619
k__Bacteria;p__Cyanobacteria;c__ML635J-21	0.0	9.4679038061e-05	0.0	0.000310752019888	0.000115767538782	0.000703800522823	8.16659861168e-05	7.52445447705e-05	0.0	0.0	0.0	0.0	0.0	0.00101763907734	0.000793231094659	0.0	0.000992063492063	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia	0.000230414746544	0.000473395190305	0.000544662309368	0.000310752019888	0.000578837693911	0.000603257590991	0.000816659861168	7.52445447705e-05	0.000412950115626	0.000369719937148	0.0	0.000447427293065	0.000126726650615	0.000452284034374	0.000528820729773	0.00181521147214	0.000165343915344	0.0
k__Bacteria;p__FCPU426;c__	0.0	0.000473395190305	0.0	0.000621504039776	0.000115767538782	0.0	0.0	0.000150489089541	0.0	0.0	0.000482082596818	0.0	0.000760359903688	0.00033921302578	0.000396615547329	0.0	0.000165343915344	0.0
k__Bacteria;p__Firmicutes;c__Bacilli	0.00253456221198	0.020166635107	0.00490196078431	0.0401905945722	0.0272053716138	0.0044238890006	0.00783993466721	0.020015048909	0.00545094152626	0.00804140863296	0.0122127591194	0.013870246085	0.02268407046	0.0192220714609	0.0186409307245	0.0117988745689	0.047123015873	0.00575373993096
k__Bacteria;p__Firmicutes;c__Clostridia	0.000230414746544	0.000757432304488	0.00063543936093	0.000621504039776	0.00243111831442	0.000502714659159	0.000571661902817	0.000526711813394	0.000991080277502	0.00110915981144	0.0	0.0010067114094	0.0051957926752	0.000226142017187	0.00158646218932	0.00108912688328	0.0014880952381	0.00460299194476
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	0.0	9.4679038061e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GAL15;c__	0.000230414746544	0.00094679038061	0.00172476397967	0.000621504039776	0.0	0.00120651518198	0.000326663944467	0.00346124905944	0.00016518004625	9.24299842869e-05	0.000964165193637	0.000782997762864	0.00278798631352	0.00192220714609	0.00211528291909	0.0	0.000992063492063	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1	0.0	0.0	0.000453885257807	0.00383260824529	0.000115767538782	0.0	0.0	0.000902934537246	0.000247770069376	0.0	0.0	0.0	0.000633633253073	0.0	0.000793231094659	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2	0.0	0.0	0.0	0.000207168013259	0.0	0.0	0.0	0.000150489089541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000661375661376	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3	0.0	0.000378716152244	0.0	0.000310752019888	0.000810372771475	0.0	0.0	0.000150489089541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000496031746032	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5	0.0	0.0	0.0	0.000103584006629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000330687830688	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes	0.0028801843318	0.00265101306571	0.00326797385621	0.00673296043091	0.00266265339199	0.00372008847778	0.00367496937526	0.00571858540256	0.00148662041625	0.00184859968574	0.00112485939258	0.00246085011186	0.00582942592827	0.00486205336952	0.00806451612903	0.00381194409149	0.00562169312169	0.0
k__Bacteria;p__Nitrospirae;c__Nitrospira	0.000345622119816	0.00312440825601	0.00063543936093	0.0510669152683	0.000810372771475	0.00110597225015	0.0	0.0130925507901	0.000412950115626	9.24299842869e-05	0.00112485939258	0.00145413870246	0.00278798631352	0.00395748530077	0.00224748810153	0.000907605736068	0.00479497354497	0.0
k__Bacteria;p__OD1;c__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.25900231252e-05	9.24299842869e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OD1;c__SM2F11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000165343915344	0.0
k__Bacteria;p__OP8;c__OP8_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000160694198939	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__BD7-11	0.0	9.4679038061e-05	0.0	0.0	0.000115767538782	0.0	0.00024499795835	0.0	8.25900231252e-05	0.0	0.000321388397879	0.0	0.000126726650615	0.0	0.000132205182443	0.0	0.000165343915344	0.0
k__Bacteria;p__Planctomycetes;c__OM190	0.0	0.0	0.0	0.000103584006629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae	0.0	0.00208293883734	0.0	0.00103584006629	0.000694605232693	0.000201085863664	0.000489995916701	0.00263355906697	0.000247770069376	0.000554579905721	0.00224971878515	0.000335570469799	0.00101381320492	0.000113071008593	0.0	0.000181521147214	0.00198412698413	0.0
k__Bacteria;p__Planctomycetes;c__Pla4	0.0	0.0	0.0	0.000207168013259	0.0	0.0	0.0	0.000225733634312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000165343915344	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia	0.0115207373272	0.00426055671274	0.0139796659405	0.00725088046406	0.00706181986571	0.01317112407	0.00645161290323	0.00737396538751	0.00545094152626	0.00905813846012	0.00996304033424	0.00704697986577	0.0133062983145	0.0162822252374	0.0130883130619	0.00290433835542	0.00529100529101	0.00230149597238
k__Bacteria;p__Planctomycetes;c__vadinHA49	0.0	0.000189358076122	0.0	0.00124300807955	0.000463070155129	0.0	0.0	0.000451467268623	8.25900231252e-05	0.0	0.0	0.0	0.000126726650615	0.000226142017187	0.0	0.0	0.00115740740741	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.285714285714	0.274853247491	0.327432824982	0.288792210483	0.294512618662	0.315001005429	0.341853817885	0.293980436418	0.28700033036	0.302615768555	0.27880443516	0.395413870246	0.242301355975	0.264246947083	0.266657852988	0.373025957524	0.300760582011	0.330264672037
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.0268433179724	0.093164173452	0.0203340595497	0.107416614875	0.0769854132901	0.025738990549	0.0851776235198	0.0877351392024	0.0528576148001	0.0683981883723	0.0512614494617	0.0845637583893	0.074641997212	0.0593622795115	0.054600740349	0.0401161735342	0.10085978836	0.111622554661
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.0396313364055	0.0459193334596	0.0396695715323	0.0484773151025	0.052095392452	0.0433340036195	0.0415679869334	0.0349887133183	0.044846382557	0.047046862002	0.0392093845412	0.0408277404922	0.0268660499303	0.0271370420624	0.030142781597	0.0597204574333	0.0434854497354	0.029919447641
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.19930875576	0.105756485514	0.155501089325	0.0717837165942	0.136258393147	0.162678463704	0.164965291956	0.0877351392024	0.233647175421	0.145022645346	0.142696448658	0.124384787472	0.0776834368268	0.0632066938037	0.0772078265468	0.139952804502	0.0699404761905	0.14499424626
k__Bacteria;p__TM6;c__SJA-4	0.000115207373272	0.0	9.07770515614e-05	0.000517920033147	0.0	0.000301628795496	8.16659861168e-05	0.0	0.0	9.24299842869e-05	0.0	0.0	0.000380179951844	0.000226142017187	0.0	0.000181521147214	0.0	0.0
k__Bacteria;p__TM7;c__SC3	0.0	0.000189358076122	0.000181554103123	0.0	0.000115767538782	0.0	0.000163331972234	0.0	0.0	9.24299842869e-05	0.0	0.0	0.000380179951844	0.0	0.0	0.000544563441641	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3	0.0	0.0	0.0	0.000103584006629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes	0.0	0.000189358076122	0.000272331154684	0.000207168013259	0.00115767538782	0.000100542931832	0.0	7.52445447705e-05	0.0	0.000554579905721	0.000160694198939	0.000223713646532	0.0	0.0	0.0	0.000181521147214	0.0	0.0
k__Bacteria;p__Thermotogae;c__Thermotogae	0.0	9.4679038061e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae	0.000345622119816	0.00255633402765	0.000181554103123	0.00445411228506	0.00185228062051	0.000100542931832	0.000979991833401	0.00270880361174	0.00107367030063	0.000739439874295	0.00241041298409	0.000671140939597	0.000760359903688	0.000452284034374	0.000132205182443	0.000181521147214	0.00644841269841	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000165343915344	0.0
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae]	0.000115207373272	0.0	0.0	0.0	0.000115767538782	0.000100542931832	8.16659861168e-05	0.0	0.00016518004625	0.000184859968574	0.0	0.000111856823266	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae]	0.00691244239631	0.00568074228366	0.00390341321714	0.00590428837787	0.00879833294744	0.00382063140961	0.00538995508371	0.00594431903687	0.00677238189627	0.00942785839726	0.00353527237667	0.0119686800895	0.00139399315676	0.00135685210312	0.00317292437864	0.00580867671084	0.00975529100529	0.00460299194476
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]	0.0561059907834	0.0444044688506	0.0615468409586	0.0256888336441	0.0371613799491	0.0560024130304	0.0498979175174	0.0489089541008	0.048810703667	0.0640539791108	0.0882211152177	0.0374720357942	0.0182486376885	0.023631840796	0.0207562136436	0.0257760029043	0.0267857142857	0.0276179516686
k__Bacteria;p__WPS-2;c__	0.00794930875576	0.00908918765385	0.00526506899056	0.0060078723845	0.00578837693911	0.00754071988739	0.0087382605145	0.011813393529	0.00858936240502	0.00942785839726	0.0197653864695	0.00503355704698	0.0301609428463	0.0385572139303	0.0319936541512	0.00635324015248	0.00793650793651	0.0103567318757
k__Bacteria;p__WS3;c__PRR-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000181521147214	0.0	0.0
k__Bacteria;p__[Thermi];c__Deinococci	0.0	0.0	0.0	0.000310752019888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
