"","WDG002","WDG004","WDG018","WDG027","WDG028","WDG033","WDG040","WDG048","WDG058","WDG087","WDG092","WDG127","WDG132","WDG140","WDG146","WDG154"
"K00012..UDPglucose.6.dehydrogenase..EC.1.1.1.22.",0.000810920550843034,0.000870071589070023,0.000938088819423954,0.000995064067227759,0.000883938399231184,0.00095738915477654,0.000624530768942723,0.000731339642113361,0.00100580123374347,0.000655611981340354,0.000815846059424779,0.00100696688092609,0.00100026707903551,0.000870450841507824,0.000621112097747612,0.00112615881569996
"K00013..histidinol.dehydrogenase..EC.1.1.1.23.",0.000748070844064205,0.000647842196232999,0.000689216038025432,0.000781296284641109,0.00082582027093872,0.000731380165911131,0.000696858500516135,0.000658880892577376,0.000696179015273856,0.000566248233325904,0.000740191497480072,0.00078772127656785,0.000777915768914064,0.000804999180429288,0.000517338087512647,0.000667159594960674
"K00014..shikimate.dehydrogenase..EC.1.1.1.25.",0.00056200464661969,0.000268299091349405,0.000327409029040247,0.000661069973743078,0.000688139093096471,0.000400320805573873,0.000680408735313539,0.000274618903958186,0.000396826080013163,0.000709454940888688,0.000585143452775874,0.000608814312223964,0.000602906145839337,0.000557620341337724,0.000771808013400194,0.000609678098945365
"K00015..glyoxylate.reductase..EC.1.1.1.26.",7.70287389374868e-06,5.94658586734383e-06,9.71129689935256e-06,1.76459825616746e-05,1.43951371341378e-05,1.16562825261692e-05,0.000117183310431067,2.96519199754333e-06,1.94331028086145e-05,7.99382064890382e-05,5.74584269356714e-06,1.84197011293985e-05,1.28213192833051e-05,4.94391700918384e-06,7.6273746646835e-05,1.16332789163996e-05
"K00016..L.lactate.dehydrogenase..EC.1.1.1.27.",0.000787882846419441,0.000689170891242046,0.000615826866469479,0.000609536006675748,0.000663752028916537,0.000596385818250851,0.000794991185032128,0.000614495887818447,0.000633285847316344,0.000839140276334423,0.000833498302561253,0.000808055240018763,0.000757661671558849,0.000856736605391418,0.00116221975004221,0.000460078616888246
"K00018..glycerate.dehydrogenase..EC.1.1.1.29.",0.00022381972930008,0.000336505242587081,0.000323050020772361,0.000283059489508641,0.000266975014570215,0.000303666145080736,5.82273654296448e-05,0.000340284778883734,0.000290057189833652,3.23745423219334e-05,0.000226838902926844,0.00027051936218748,0.000249039909427544,0.000174009321948681,4.26415365725325e-05,0.000386407581847748
"K00019..3.hydroxybutyrate.dehydrogenase..EC.1.1.1.30.",3.33667810082318e-05,2.6677649590627e-05,3.22373814616983e-05,4.87376324234389e-05,4.61147876161428e-05,3.55014396750406e-05,9.68941409673751e-05,2.59676334767434e-05,4.70123547076617e-05,8.02887615467219e-05,4.31403532442241e-05,3.66478704958756e-05,3.8425397557249e-05,2.74016291917783e-05,8.07488056368166e-05,3.30162126755627e-05
"K00020..3.hydroxyisobutyrate.dehydrogenase..EC.1.1.1.31.",0.000232217279687582,0.000231645662643971,0.00022133495482608,0.000126815686557823,0.000106634004019304,0.000200798070319457,0.000311555061965485,0.000253415965913758,0.000221717384166828,0.000196841831124369,0.00018504432619551,0.000243932135789973,0.000156779367146943,0.000231559512286874,0.000192802025820673,0.000133998054551716
"K00021..hydroxymethylglutaryl.CoA.reductase..NADPH...EC.1.1.1.34.",1.79924232061676e-09,2.50861779431883e-10,1.17073920834157e-08,3.53248305993208e-09,1.96810308636313e-07,2.22795651497408e-08,2.10705834252041e-06,5.68527847146158e-09,2.5941407797795e-08,3.46606837718479e-06,4.96142796832859e-10,2.006444524177e-09,7.83961973512229e-11,1.21523041259996e-09,1.77266838946258e-07,6.95532384380881e-09
"K00023..acetoacetyl.CoA.reductase..EC.1.1.1.36.",9.98626599737128e-06,2.71656607099608e-06,5.05856137199662e-06,1.05887702102138e-05,9.59385454740224e-06,4.17366454338257e-06,4.05448625933014e-05,2.2445705983422e-06,7.38965818061756e-06,2.28040533581794e-05,7.97220539170142e-06,6.5232609519631e-06,4.25830293619572e-06,1.09764233759151e-05,1.52744864779392e-05,7.47350340879847e-06
"K00024..malate.dehydrogenase..EC.1.1.1.37.",0.000113790560975868,9.21495764396985e-05,0.000121271215234224,0.000229894979039091,0.000151433996410619,0.000108986930377804,0.000296357205305404,2.53114617236777e-05,0.000157111358359419,0.000298484598580912,7.60476649403775e-05,0.000150439643554622,0.000129463984237248,0.000113079945681191,0.000167380210484266,0.000368010621574251
"K00027..malate.dehydrogenase..oxaloacetate.decarboxylating...EC.1.1.1.38.",0.00102657016079752,0.000868779742486546,0.000858782282444707,0.000903537467698476,0.000990543606439719,0.000887672324113978,0.000936339150731407,0.000902419648255695,0.000877023306259787,0.00068873329901971,0.00105877384902935,0.00111411477851677,0.00102489559345159,0.00100842081010168,0.000789450448000884,0.000807361893585163
"K00029..malate.dehydrogenase..oxaloacetate.decarboxylating..NADP....EC.1.1.1.40.",0.000133246957720916,0.000153751860533921,0.000203712181398497,0.000400299935458978,0.000257756409378055,0.000193857255445446,0.000443198041855617,4.81420509405033e-05,0.000252080569193589,0.000441167844723984,0.000122404390592506,0.000148898188769322,0.000190035708505628,0.00011773703661451,5.13152346917408e-05,0.000714640199433339
"K00030..isocitrate.dehydrogenase..NAD....EC.1.1.1.41.",0.000130802388882424,1.72330155809837e-05,2.57732538495602e-05,9.12581908229361e-05,9.93592886698265e-05,5.37212240592853e-05,3.53639072209868e-05,2.13237638635713e-05,4.39325205214165e-05,1.4496415241475e-05,0.000124882789681632,0.000181479871913026,0.000123305887271477,0.00017619061768881,4.06999989369588e-05,7.57595054110618e-05
"K00031..isocitrate.dehydrogenase..EC.1.1.1.42.",0.000627110912066634,0.000693292074830118,0.000716438235167292,0.000663326141333579,0.000711019271310809,0.000748611051071047,0.000868637699909139,0.000719305785925306,0.000690294252244272,0.000868354989726837,0.000583215759548879,0.00057532242139107,0.000614784770439452,0.000617772288466304,0.000642387565994799,0.000559956418755617
"K00032..phosphogluconate.2.dehydrogenase..EC.1.1.1.43.",9.40980546563997e-08,1.11031321740303e-09,2.49022495728484e-09,3.8482953204006e-08,7.62843590758701e-08,5.34310744520161e-08,5.45500912870573e-06,4.48050058658939e-09,2.46357351079348e-08,3.84686960383153e-06,8.8265854755697e-09,2.51384001246193e-08,2.48559205997556e-08,8.95389212757971e-08,3.9804951066876e-06,8.66950282482843e-08
"K00033..6.phosphogluconate.dehydrogenase..EC.1.1.1.44.",0.000119832496865963,0.00024693760572037,0.000245102573371306,0.000209156209994459,0.000175308630834403,0.000224557787851012,0.000618282997841276,0.00018054108960077,0.000254201845328541,0.000748345336761667,7.18389119460398e-05,0.000109647233509524,0.000136452808716839,0.000105124566731579,0.000826804200607771,0.000167244507342894
"K00034..glucose.1.dehydrogenase..EC.1.1.1.47.",2.19003798435672e-05,4.64327171700271e-06,5.70716814294061e-06,1.48482734237954e-05,1.77066917712951e-05,6.02638965721015e-06,0.000114046102905243,5.00762049870365e-06,7.36835360660686e-06,9.74124324750759e-05,1.02905497743557e-05,8.3199550344272e-06,6.0660241629159e-06,2.77382394160747e-05,8.98881192758263e-05,1.40185299146971e-05
"K00035..D.galactose.1.dehydrogenase..EC.1.1.1.48.",1.10940237480768e-06,8.31958918395483e-07,1.41822148198825e-06,2.35791906279517e-06,1.84544539371034e-06,2.61466726051131e-06,5.66623972531976e-06,5.322141211367e-07,6.82588598468329e-06,1.9431165646895e-06,7.94516461196065e-07,7.25809048171023e-07,1.55971300333384e-06,1.42047721907953e-07,5.54756048124127e-07,1.13420388194801e-06
"K00036..glucose.6.phosphate.1.dehydrogenase..EC.1.1.1.49.",9.86605480790835e-05,0.00023746110786931,0.000232814098266594,0.000191574174273756,0.000161927060974131,0.000211630006651196,0.000591661899078848,0.000170332764293573,0.0002466197488653,0.000721724178788197,6.51377939117884e-05,9.12553418132106e-05,0.000123132343727979,8.92997601708322e-05,0.000805336458457176,0.000156915667748839
"K00038..3alpha.or.20beta..hydroxysteroid.dehydrogenase..EC.1.1.1.53.",2.29930558121669e-05,2.62200597061783e-06,3.00123085226865e-06,1.27876339829701e-05,1.61025322471706e-05,3.75963719339276e-06,2.88468681949731e-05,5.10542550187906e-06,3.73631430919842e-06,1.36380719930168e-05,1.04257752854104e-05,6.66515730686218e-06,3.16180421982044e-06,2.79459211267662e-05,6.88620558433074e-06,1.33970268863891e-05
"K00039..ribitol.2.dehydrogenase..EC.1.1.1.56.",5.07469034208113e-07,5.20922433321186e-08,6.34377282195986e-08,2.63102821430293e-07,1.83469968454649e-07,7.76173179141324e-07,4.14026841122867e-06,2.4119753879469e-07,3.49929512186221e-06,2.5766372228078e-06,1.7473695054785e-07,9.74379849567264e-08,6.91048852830265e-08,5.10801856235964e-08,6.04366170547913e-07,1.49674729273011e-07
"K00040..fructuronate.reductase..EC.1.1.1.57.",0.00025273971811877,0.000406630475266396,0.00040487505798632,0.000331919040500194,0.000389463959114698,0.000406757456997301,0.000124795900981516,0.000403833542601861,0.000345885700553742,0.000105866138145175,0.000264622086647904,0.000203275157211106,0.000296924468493664,0.000250336473926676,7.8843637813331e-05,0.000330184113428971
"K00041..tagaturonate.reductase..EC.1.1.1.58.",0.000117791390530961,0.000187521855881767,0.000207343119890206,0.000259081385748143,0.000312816999124471,0.000226532939623871,0.000123883772247592,0.000160470388037956,0.00016716092517349,0.000146283248680561,0.000114760215937485,0.00011296944169752,0.000177742711552832,0.000127060958755798,7.92196577281517e-05,0.000247070325368601
"K00042..2.hydroxy.3.oxopropionate.reductase..EC.1.1.1.60.",6.454357186677e-05,0.00013593825605699,0.0001476959317322,0.00012931529411897,0.000124142929811977,0.000154400547440811,7.69527350341517e-05,0.000140649453936982,0.000124332075101858,6.00489400003261e-05,6.35563203329628e-05,5.35808206126576e-05,8.35212890233272e-05,4.00156751675081e-05,2.35065410829155e-05,8.75830607020086e-05
"K00043..4.hydroxybutyrate.dehydrogenase..EC.1.1.1.61.",8.42413310070396e-06,3.24173634094536e-06,3.69735268860399e-06,1.40723293032591e-05,1.24614962779073e-05,8.75140388291755e-06,3.81265542950634e-06,1.21549989621802e-05,6.2856849796607e-06,5.10829103442818e-06,1.04892655081272e-05,8.02383433691262e-06,8.99742098520541e-06,4.90680644908972e-06,4.99723790395755e-06,7.64086462980232e-06
"K00044..estradiol.17beta.dehydrogenase..EC.1.1.1.62.",1.5400632722168e-08,7.15822298795776e-09,8.42491209241982e-09,4.90860718914515e-08,3.41065707437487e-08,1.60350807316593e-08,4.02912409526866e-07,4.39936052349615e-09,6.12502226779693e-08,1.55378533161598e-07,2.931000291188e-08,1.45300649151035e-08,7.29547986691968e-09,3.63189689542897e-09,1.7333004801329e-08,1.4883430704832e-07
"K00045..mannitol.2.dehydrogenase..EC.1.1.1.67.",9.18548921581212e-07,7.56329386124645e-07,1.17874477278469e-06,2.0038429032285e-06,1.6783639061318e-06,2.09305287905544e-06,2.56767807413336e-05,5.15056802718295e-07,4.10900813628936e-06,3.16018757622505e-05,6.62598790717287e-07,6.05169096199937e-07,1.34663403063582e-06,1.0477109532876e-07,1.80465878202733e-06,1.0261709108344e-06
"K00046..gluconate.5.dehydrogenase..EC.1.1.1.69.",0.000356228523540743,0.000226375152730624,0.000268464966167969,0.000435651188774078,0.000497623773103251,0.00030272881449146,0.000199945067434985,0.000215960576076729,0.000261397383957093,0.00026300389391612,0.00036956713083833,0.000294102552522455,0.00038732150357172,0.000428569166263942,0.000331209249884208,0.000339625142602526
"K00048..lactaldehyde.reductase..EC.1.1.1.77.",0.000154700295252039,0.000150405620056197,0.000158793211173949,0.000212782849340469,0.000278200240201692,0.000176697977603012,0.000107371114419539,0.000160915019005068,0.000127695715756823,6.43131835913763e-05,7.86178078917999e-05,0.000108245341101886,9.76771463474583e-05,0.00020549121579654,7.10142001684978e-05,0.000176952739303012
"K00050..hydroxypyruvate.reductase..EC.1.1.1.81.",3.46409815894328e-05,0.000153602573393699,0.00015332300295371,9.63259706913772e-05,0.000138110807400654,0.000164959317603032,3.6548693085819e-05,0.00017021731998684,0.00013541912891949,1.90864076945672e-05,1.24107063533741e-05,0.000100326028142826,5.07048130848868e-05,7.24875972637611e-06,7.48449510461384e-06,0.000114425596524582
"K00052..3.isopropylmalate.dehydrogenase..EC.1.1.1.85.",0.000787941938374914,0.000702468682002802,0.000733560696954178,0.000748901277974339,0.0007701875327852,0.000754991764977072,0.000585583631199314,0.000698525927431618,0.000728494297018129,0.000601359701647716,0.000841858389417455,0.000817398008601379,0.000850302095849054,0.000814189117513871,0.000641016621816463,0.00062069557208299
"K00053..ketol.acid.reductoisomerase..EC.1.1.1.86.",0.000503650006070688,0.000666873931202858,0.000675799968494299,0.000597728279623712,0.000631462288896128,0.000703500949433956,0.000537475275464997,0.000666647588147882,0.000626076752368532,0.000600643224152315,0.000487717772053892,0.000556477033580915,0.000562756376001741,0.000504979223413304,0.000601947478001801,0.000543720997904182
"K00054..hydroxymethylglutaryl.CoA.reductase..EC.1.1.1.88.",2.20771443719635e-05,4.48959828891476e-05,2.66015570462295e-05,5.1505778987486e-05,6.33748093728792e-05,2.4072508444383e-05,0.000418405753556402,1.29117475896257e-05,3.40983527410569e-05,0.00061389226546774,1.17915446402052e-05,1.13455541644026e-05,1.33425916882706e-05,1.7532852136515e-05,0.000602698687672196,3.67613460337207e-05
"K00055..aryl.alcohol.dehydrogenase..EC.1.1.1.90.",9.97474493346569e-06,2.72716434230479e-05,2.33630283717717e-05,4.39980565783836e-05,6.56955590626485e-05,2.38262001449297e-05,1.86163035592974e-05,7.04880194543148e-06,2.01182343391396e-05,1.96534580794212e-05,8.54727493538695e-06,7.00091642812016e-06,1.6429494402832e-05,4.93918999433496e-06,2.21760484697591e-05,2.63235557585683e-05
"K00057..glycerol.3.phosphate.dehydrogenase..NAD.P.....EC.1.1.1.94.",0.000731456811855044,0.000850068831939135,0.00082613392144884,0.000759886035164213,0.000765503525018605,0.000821680991449458,0.00070515450039467,0.000879336419965502,0.000799064980021764,0.000729885102191742,0.000642848406126546,0.000677489771804671,0.000644582283716852,0.000746295054212052,0.000771399223527538,0.000846385061572161
"K00058..D.3.phosphoglycerate.dehydrogenase..EC.1.1.1.95.",0.00151595742432831,0.00114651547764761,0.00127024667525212,0.00157656926371957,0.00156033251515647,0.00135062226688783,0.00137353482451153,0.00128008349571591,0.00142135802601609,0.00120357326844148,0.00158438478623409,0.00151248550015925,0.0015972909792602,0.00149413912895791,0.00101463380173551,0.00134989544930957
"K00059..3.oxoacyl..acyl.carrier.protein..reductase..EC.1.1.1.100.",0.00175504892318981,0.0013007878563693,0.00140854311339397,0.0017230002758336,0.00175174423716922,0.00147517177031998,0.00236110793957644,0.00127727290148877,0.001532626353716,0.00209898859844318,0.00185037173349682,0.00168189776515227,0.00180800153651888,0.00186307396743711,0.00168873117541749,0.00143766802762325
"K00060..threonine.3.dehydrogenase..EC.1.1.1.103.",3.06849689322586e-05,0.000129715146779627,0.000117324347369191,3.45164321939813e-05,2.98315415583038e-05,0.000105184882126871,5.96794992517385e-05,0.000140676220563992,0.000103234831509195,5.73707933467146e-05,2.4682902292014e-05,2.03575749540224e-05,2.95503562960193e-05,1.23554512435896e-05,2.73126981996108e-05,4.1963858175478e-05
"K00064..D.threo.aldose.1.dehydrogenase..EC.1.1.1.122.",1.65837732781988e-05,7.60323634544117e-06,7.75207796999515e-06,1.13918874908182e-05,9.59784956055785e-06,8.11009475006196e-06,5.66362756670733e-05,7.65577633477178e-06,1.07052811648936e-05,5.17273434937301e-05,1.73732414416749e-05,1.21724590650336e-05,1.45642760907543e-05,1.44343997657195e-05,2.74312278292719e-05,1.61737495045935e-05
"K00065..2.deoxy.D.gluconate.3.dehydrogenase..EC.1.1.1.125.",9.51774375105896e-05,0.000163096576982143,0.000159980014722128,9.91364537320738e-05,9.81955134673813e-05,0.000157256142061601,9.2685128651061e-05,0.000188227851629674,0.000157534964461047,9.5980300857389e-05,0.000114766606602973,8.50981862916515e-05,0.000117209757614736,6.60499557671723e-05,4.14253480084306e-05,8.45599960682136e-05
"K00066..GDP.mannose.6.dehydrogenase..EC.1.1.1.132.",3.25143700081284e-07,6.40737114104277e-09,1.74378550480669e-07,2.09786973533439e-07,8.54593138765698e-07,2.24354748327772e-07,8.02409783499492e-06,6.06241040523457e-08,2.75236878163509e-07,9.04525528819511e-06,2.93664968868363e-08,3.98047105301639e-08,1.16478440100657e-07,1.76869211775917e-08,4.90805679281318e-07,4.57839677448732e-07
"K00067..dTDP.4.dehydrorhamnose.reductase..EC.1.1.1.133.",0.000544292016325647,0.000721087486516696,0.000707762463981994,0.000615722495995973,0.000607580298983814,0.000718616774471581,0.000469497324065735,0.000683659970424125,0.000663190703104176,0.000513840801914081,0.000475014622739521,0.000485921846450563,0.000523089545817912,0.000562694950242566,0.000441921569487292,0.000712931829531826
"K00068..sorbitol.6.phosphate.2.dehydrogenase..EC.1.1.1.140.",2.5763489243187e-05,2.34235356387295e-05,2.39507159511559e-05,2.2969806515216e-05,2.12055656865489e-05,2.8327044848868e-05,5.08870646543489e-05,2.81737454116403e-05,2.13416046389798e-05,5.34688424029741e-05,2.17327501058321e-05,6.20713621703076e-06,1.22005391360379e-05,2.37395508984746e-05,4.164878425782e-05,1.76044987334883e-05
"K00073..ureidoglycolate.dehydrogenase..EC.1.1.1.154.",7.50828226520634e-05,2.55121701090619e-06,7.17305605375799e-06,2.66686979357192e-05,2.59308728367225e-05,8.23374141168581e-06,9.47380920485074e-05,1.01124784652848e-05,1.03484735643146e-05,5.56594900114274e-05,4.05228352791009e-05,2.4216234047673e-05,1.59979879091107e-05,0.000107481644217595,3.53291819258791e-05,2.34608911669947e-05
"K00074..3.hydroxybutyryl.CoA.dehydrogenase..EC.1.1.1.157.",0.000606944446053028,0.000266383390389283,0.00032950966692344,0.000614342080823847,0.00075271348773672,0.000406204457894073,0.000522821829949619,0.000299867446326057,0.00038995420362483,0.000371539566829921,0.00063239588449954,0.000589183285618724,0.00059977606029262,0.000613910023119961,0.000216846200190004,0.000444570108807207
"K00075..UDP.N.acetylmuramate.dehydrogenase..EC.1.1.1.158.",0.000949845062764464,0.000706694349448303,0.000709239509773544,0.000780606803684878,0.000785187002167283,0.000710482195301851,0.000789527070268808,0.000721959396248046,0.000715877921844566,0.000713919811238093,0.000830117446697442,0.000825254958835739,0.000753137879889477,0.00100303516022052,0.000737539342488999,0.000842710226598852
"K00076..7.alpha.hydroxysteroid.dehydrogenase..EC.1.1.1.159.",1.56622862681393e-06,3.2440401711921e-06,2.4708141034259e-06,7.50013266154442e-06,1.51842647301421e-06,2.14074795562283e-06,1.42005437117808e-05,2.46511500387886e-06,8.00791361190227e-06,1.93278634656223e-05,1.15782714095425e-06,1.47258375396763e-06,2.41047345321685e-07,2.30667093773737e-07,2.40510674001598e-06,1.5600896013504e-06
"K00077..2.dehydropantoate.2.reductase..EC.1.1.1.169.",0.000396818278200944,0.000283992170518121,0.00030789873440006,0.000478065576783199,0.000475233133644787,0.00033274029440921,0.000606118116410187,0.000192967303197782,0.000332729783434214,0.000583576353318459,0.000454590530946442,0.000446707596500939,0.000483164199270301,0.000434728558793035,0.00068112847143507,0.000368043067138442
"K00082..5.amino.6..5.phosphoribosylamino.uracil.reductase..EC.1.1.1.193.",1.16466391723859e-08,7.14232907176664e-09,6.73989237677325e-09,1.55299821272813e-07,3.25436295400997e-08,2.00512403372072e-07,2.84734733037496e-06,1.22110020646118e-08,4.77689654714975e-08,1.23907767997125e-07,5.14539571042897e-09,8.13358756400068e-09,1.08420316243278e-09,1.36690310822279e-07,1.23030399478612e-08,2.72565095632421e-08
"K00086..1.3.propanediol.dehydrogenase..EC.1.1.1.202.",2.28141334758252e-05,5.86064363143974e-05,3.93868046092928e-05,3.86120660687454e-05,3.85955954327102e-05,3.96196988539533e-05,1.07339482552084e-05,4.36631141792894e-05,4.41829145462357e-05,1.12667773657918e-05,3.10591223687954e-05,2.46781604619155e-05,2.6468606467262e-05,3.01695789934298e-05,2.21265566388252e-05,2.09627289621736e-05
"K00087..xanthine.dehydrogenase.molybdenum.binding.subunit..EC.1.17.1.4.",0.000214478259012847,0.000104545169560237,0.000163906902435399,0.000321221753338795,0.000316989539149516,0.00019172035516601,7.36647012490462e-05,0.000119699878024505,0.000214844078221424,5.33577770854815e-05,0.000299816703442225,0.000221358186844699,0.000322180249335307,0.000148125253038879,5.24369999447051e-05,0.00016763027859198
"K00088..IMP.dehydrogenase..EC.1.1.1.205.",0.00143061273161963,0.00132353733732265,0.00132926505469911,0.00130854235012146,0.00128492708665177,0.00131166132950357,0.0012536017276804,0.00130589962646593,0.0013404238523341,0.00125884730554114,0.00137409480868662,0.00141223405408782,0.00135377427326289,0.00145648336717241,0.00140107362945285,0.001357592202783
"K00090..gluconate.2.dehydrogenase..EC.1.1.1.215.",9.59974084729188e-06,1.0118182664877e-05,1.23330390395137e-05,1.64874699414401e-05,1.63896464514174e-05,1.16133992389269e-05,8.34203486612132e-05,7.97365229525192e-06,1.37596171601314e-05,7.15423223549753e-05,7.56481278347713e-06,9.48749524409073e-06,8.55520250680774e-06,9.35691604621106e-06,4.68599212727795e-05,1.3818288401616e-05
"K00091..dihydroflavonol.4.reductase..EC.1.1.1.219.",6.53972425506106e-05,1.76340705702618e-05,2.58206993291861e-05,5.87878864760518e-05,6.4514699691302e-05,3.44419263145277e-05,7.53297003151358e-05,9.91556444879346e-06,2.75336755195493e-05,3.75687481266371e-05,8.23190419551914e-05,6.45653221408664e-05,8.05678240280463e-05,5.23257778484864e-05,2.52077431959745e-05,4.76108008167336e-05
"K00094..galactitol.1.phosphate.5.dehydrogenase..EC.1.1.1.251.",3.83504950439868e-06,8.27882611305955e-07,1.50975924329906e-06,4.17228508118562e-06,5.33539403698857e-06,2.07448152532742e-06,1.17877142118408e-05,1.28018034118763e-06,1.19091196106193e-06,1.8121409229738e-05,1.88760059827198e-06,2.07554939544661e-06,1.77240029065556e-06,4.18657234158996e-06,1.26979031382331e-06,3.33456517463565e-06
"K00096..glycerol.1.phosphate.dehydrogenase..NAD.P....EC.1.1.1.261.",6.02477624324885e-05,3.91658891009765e-05,5.12184226814839e-05,0.000101156210252314,0.000102895942374685,6.25921906191951e-05,2.92981035717157e-05,3.55832236022441e-05,4.66304959941846e-05,1.85592234516407e-05,8.09663465641329e-05,6.75702108616095e-05,9.51464370065737e-05,4.40206481829441e-05,2.20475790371121e-05,4.77611099943736e-05
"K00097..4.hydroxythreonine.4.phosphate.dehydrogenase..EC.1.1.1.262.",0.000380029931760274,0.000251469073080559,0.000297601188580698,0.000481803550334133,0.000398326981191185,0.000288170673187412,0.000279493483471393,0.000238230647070072,0.000363662303530336,0.000258154565526974,0.000459683021503754,0.000389230050961777,0.000475610127737375,0.000294264680358799,7.66945409164145e-05,0.000494312203547023
"K00098..L.idonate.5.dehydrogenase..EC.1.1.1.264.",4.56993314105649e-06,8.13383476444298e-06,8.43790964730421e-06,5.8685546945485e-06,4.81836953680195e-06,7.92899606910026e-06,1.90370813577013e-05,9.37539505749708e-06,1.02337491604447e-05,5.4311666197824e-05,6.19473819061839e-06,4.31891796767011e-06,6.02554285733387e-06,4.24566905748311e-06,6.84396993318692e-05,4.10939787987134e-06
"K00099..1.deoxy.D.xylulose.5.phosphate.reductoisomerase..EC.1.1.1.267.",0.000942402895776022,0.000810804931731597,0.000824177870351148,0.000845411164517308,0.000833943960219014,0.000825662143373387,0.000553282638985515,0.000834435955081339,0.000815010298833699,0.000329272955616714,0.00092650033707779,0.000930229011447123,0.000893377747642954,0.000952046967395579,0.000372832535360042,0.000908878835203301
