OTUID	RTP11	RTP6	RTP16	RTP10	RTP13	RTP1	RTP8	RTP12	RTP5	RTP3	BulkTP2	BulkTP1	RTP7	BulkRAG4	RAG10	RAG4	RAG14	RAG1	RAG15	RAG9	RAG7	RAG3	RTP2	BulkTP4	BulkRAG3	RAG12	BulkRAG1	RAG13	BulkTP3	BulkRAG2	RAG8	RAG2	RTP9	RAG6	RAG5	RTP14	RTP15	RTP4	RAG16	RAG11
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5	0.0086129493532	0.0086198322448	0.00676764421528	0.00926069797073	0.00912556659562	0.00770411099035	0.00476913071754	0.00762802448742	0.0078451108677	0.00805796077045	0.0137795897728	0.0130508795158	0.00768551886446	0.00313750098047	0.000988386459106	0.00144810941271	0.00168090769015	0.00173032974208	0.000796471020708	0.000464144813182	0.00198521647307	0.00162402107618	0.00837762031296	0.0105881062102	0.00182237881181	0.000839571818373	0.000813128326434	0.00148706255576	0.0108736834129	0.00226849961436	0.000214132762313	0.00175518429435	0.00883364356248	5.35370119209e-05	0.00153343886031	0.00873104444299	0.00696874443983	0.00725152850846	0.000904431715405	0.000375657400451
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6	0.0292308203917	0.0248317475052	0.0239016006016	0.0284346934336	0.0277069012097	0.0234000383607	0.0266637762844	0.022203867457	0.0251043547766	0.0232903339813	0.0274327612907	0.0267007124393	0.0261822460837	0.00556906424033	0.0102545095132	0.0113435237329	0.011252743148	0.0108063989553	0.0126210023281	0.0119517289394	0.010348468849	0.00916669674113	0.0267936226749	0.0221637041914	0.00510266067307	0.00762611068355	0.00620934358368	0.0128878754833	0.0265590664545	0.0066693888662	0.00152034261242	0.00965351361893	0.0259330536013	0.000517524448569	0.0101404827859	0.0264557211318	0.0206986536979	0.0221337504147	0.00663249924631	0.00638617580766
k__Bacteria;p__Acidobacteria;c__Acidobacteriia	0.0154966579096	0.0177038093028	0.018637877323	0.0173405015693	0.0171104373668	0.0152164183876	0.020160416215	0.0159362549801	0.0161046804227	0.0176002827355	0.0214278941879	0.018031649959	0.0189012282121	0.135932229979	0.110040359114	0.111222847949	0.10599056824	0.116193274567	0.121186129151	0.11336737062	0.141330517423	0.121512865856	0.0149468556244	0.0178297125302	0.11110436156	0.135730777304	0.130913660556	0.112174085457	0.0181480639539	0.113152760764	0.0224411134904	0.107196255607	0.0163422405906	0.00838746520094	0.127127028097	0.0190047922274	0.0166953324239	0.0164462770747	0.14953271028	0.12471825695
k__Bacteria;p__Acidobacteria;c__BPC102	0.000199527784244	0.000132612803766	0.000161134386078	0.000124304670748	0.000240146489359	0.000287705389681	0.0	9.71722864639e-05	8.88125758607e-05	0.000176709666019	0.000474068455485	0.000283714772082	0.0002206369052	0.0	0.0	0.0	0.0	0.0	6.12670015929e-05	0.0	0.0	0.0	0.00022143489814	0.000164581961817	0.0	0.0	0.0	0.0	0.000681973175722	0.0	0.0	0.0	0.000252389816071	0.0	0.0	0.000229764327447	0.000296542316589	0.000236978055832	0.0	0.0
k__Bacteria;p__Acidobacteria;c__DA052	0.000731601875561	0.00129297483672	0.000966806316468	0.00111874203673	0.00147089724732	0.000959017965603	0.000758725341426	0.000874550578175	0.000976938334468	0.00151970312776	0.00139060080276	0.00151314545111	0.000845774803265	0.00415718879912	0.00284161106993	0.00353982300885	0.00275482093664	0.00388507998694	0.00324715108443	0.00150847064284	0.0049419218585	0.00292323793713	0.000811927959846	0.00148123765635	0.00370550358401	0.00209892954593	0.00384387936132	0.00218102508179	0.00106084716223	0.00381107935212	0.000449678800857	0.00266527985438	0.00123040035335	0.000214148047684	0.00356153541749	0.00144423291538	0.00106755233972	0.000853121000995	0.00361772686162	0.000375657400451
k__Bacteria;p__Acidobacteria;c__EC1113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96041919536e-05	0.0	0.0	0.0	0.0	7.84375245117e-05	4.11827691294e-05	0.0	0.000140075640846	6.52954619654e-05	6.12670015929e-05	0.000232072406591	0.0	3.60893572485e-05	0.0	0.0	0.000182237881181	0.0	0.0	4.95687518588e-05	0.0	0.000136109976861	0.0	0.000130013651433	3.15487270089e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000375657400451
k__Bacteria;p__Acidobacteria;c__GAL08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69058163567e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__PAUC37f	0.000266037045659	3.31532009416e-05	0.000161134386078	0.000217533173809	0.000330201422868	0.000287705389681	0.0	0.000145758429696	0.000118416767814	0.000141367732815	0.000442463891786	0.000662001134859	0.0003309553578	7.84375245117e-05	0.0	0.0	4.6691880282e-05	0.0	0.0	0.0	0.00012671594509	0.0	0.000184529081783	0.000109721307878	0.0	0.0	0.0	0.0	0.000378873986512	4.53699922871e-05	0.0	3.25034128584e-05	0.00028393854308	0.0	0.0	0.000196940852097	8.89626949766e-05	0.000142186833499	0.0	0.0
k__Bacteria;p__Acidobacteria;c__RB25	0.000133018522829	3.31532009416e-05	0.0	0.0	0.0	3.19672655201e-05	0.0	4.8586143232e-05	2.96041919536e-05	3.53419332037e-05	6.3209127398e-05	6.30477271294e-05	3.67728175333e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69058163567e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000131293901398	5.93084633177e-05	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__S035	0.00229456951881	0.00152504724331	0.00161134386078	0.00177134155816	0.00177108035902	0.00233361038297	0.0031432907002	0.00233213487513	0.00254596050801	0.00173175472698	0.00189627382194	0.00220667044953	0.00224314186953	0.000156875049023	4.11827691294e-05	4.02252614642e-05	0.000140075640846	6.52954619654e-05	0.0	0.0	0.00012671594509	3.60893572485e-05	0.00143932683791	0.00170068027211	0.0	0.0	0.0	4.95687518588e-05	0.0017049329393	0.0	0.0	3.25034128584e-05	0.00252389816071	8.92283532015e-06	4.94657696874e-05	0.00193658504562	0.00145305735128	0.00180103322432	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres	0.0101759169964	0.013592812386	0.0125684821141	0.0107523540197	0.0131480202924	0.0100057541078	0.015282896163	0.0120493635215	0.0106575091033	0.0118042056901	0.0129894756803	0.0137759283778	0.013311759947	0.070358459487	0.0717403838234	0.0646017699115	0.0633608815427	0.0718250081619	0.0648817546869	0.0857507542353	0.0659767687434	0.0696885488469	0.0112931798051	0.00992977836296	0.067124286235	0.0735324984258	0.0723684210526	0.0704371963914	0.0103432598318	0.0655142688626	0.011391862955	0.0593512318793	0.0126510395306	0.00486294524948	0.0753858330036	0.0126370380096	0.011476187652	0.0102374520119	0.0560747663551	0.0867768595041
k__Bacteria;p__Acidobacteria;c__Sva0725	9.9763892122e-05	6.63064018831e-05	0.000107422924052	0.000124304670748	0.000150091555849	0.000159836327601	0.0	9.71722864639e-05	0.000118416767814	0.000141367732815	0.000158022818495	6.30477271294e-05	0.000147091270133	7.84375245117e-05	0.000247096614776	0.000522928399035	0.000326843161974	0.00084884100555	0.000306335007965	0.0	0.000168954593453	0.000469161644231	0.000184529081783	0.000109721307878	0.000303729801968	0.000139928636395	0.000221762270846	0.000396550014871	7.57747973024e-05	0.000181479969148	0.000107066381156	0.000162517064292	0.000126194908035	4.46141766008e-05	0.000346260387812	3.28234753496e-05	5.93084633177e-05	4.73956111664e-05	0.0	0.000375657400451
k__Bacteria;p__Acidobacteria;c__TM1	0.0	3.31532009416e-05	5.3711462026e-05	6.2152335374e-05	9.00549335094e-05	0.0	0.0	0.0	0.0	0.0	3.1604563699e-05	3.15238635647e-05	0.0	0.0	4.11827691294e-05	4.02252614642e-05	4.6691880282e-05	0.0	6.12670015929e-05	0.0	0.00012671594509	0.000108268071746	0.0	5.4860653939e-05	6.07459603936e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.25034128584e-05	3.15487270089e-05	8.92283532015e-06	0.0	3.28234753496e-05	2.96542316589e-05	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria]	0.0165608060922	0.0151841660312	0.0156837469116	0.0160974548619	0.0159997598535	0.0140016622978	0.0143073921526	0.0163735302692	0.0155718049676	0.0157271602757	0.016276350305	0.0153836454196	0.0154078105464	0.0107459408581	0.0203442879499	0.0209975864843	0.0175094551058	0.0257917074763	0.0115794633011	0.0245996750986	0.0139387539599	0.0202822187737	0.0159802184824	0.0157450076805	0.0124529218807	0.0204995452319	0.010053222945	0.0202240507584	0.0129574903387	0.0132480377478	0.00338329764454	0.0170317883378	0.0172887024009	0.00149903633379	0.019143252869	0.0170025602311	0.0138485261847	0.0157353429072	0.0156768164004	0.0210368144252
k__Bacteria;p__Acidobacteria;c__iii1-8	0.00266037045659	0.00208865165932	0.00187990117091	0.0026414742534	0.00228139164891	0.00242951217953	0.000433557337958	0.00247789330483	0.00239793954824	0.00197914825941	0.00224392402263	0.00204905113171	0.00205927778186	0.00227468821084	0.007001070752	0.00506838294449	0.00522949059159	0.00613777342475	0.00808724421027	0.00812253423068	0.00481520591341	0.00606301201776	0.00228816061411	0.00202984419574	0.00328028186126	0.00524732386483	0.00362211709048	0.0075840190344	0.00257634310828	0.00412866929813	0.000942184154176	0.00549307677306	0.00223995961763	0.000365836248126	0.0062821527503	0.00190376157028	0.0020164877528	0.00218019811365	0.00663249924631	0.0015026296018
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	0.0164277875694	0.0153830852369	0.0157374583736	0.017775567917	0.0165400894546	0.0173901924429	0.015066117494	0.0180740452823	0.0178217235561	0.0175649408023	0.0146329129926	0.0165500283715	0.0157755387218	0.0119225037258	0.0152376245779	0.0143201930813	0.0127001914367	0.0172706496898	0.0169096924397	0.0149686702251	0.0147412882788	0.0171063553358	0.0200029524653	0.0177748518762	0.0127566516827	0.0108444693206	0.0150059136606	0.0166055318727	0.0197014472986	0.0118869379792	0.00301927194861	0.0140414743548	0.0158690096855	0.00129381112142	0.0169172932331	0.013424801418	0.0158057054742	0.0177733541874	0.0132649984926	0.0135236664162
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0620531408999	0.0586148592647	0.0623590074122	0.0601945368097	0.0743853750788	0.0633910875264	0.0450899631476	0.0658342240793	0.0566328192072	0.065912705425	0.0587844884801	0.0575625748692	0.0647569316761	0.137579417994	0.108969607116	0.0981496379726	0.106224027642	0.118217433888	0.0999877465997	0.10315618473	0.101921858501	0.114691977336	0.0546575140242	0.0651195962256	0.185396671121	0.087385433429	0.176448846836	0.118865866957	0.0541032052739	0.184020688716	0.0217987152034	0.0763180133914	0.0700381739597	0.00939574559212	0.105708349822	0.060001312939	0.0663958246842	0.0576330631783	0.106722942418	0.0653643876784
k__Bacteria;p__Actinobacteria;c__MB-A2-108	0.00651790761864	0.00440937572523	0.00461918573424	0.00661922371733	0.00612373547864	0.00696886388338	0.00249295469326	0.00558740647167	0.00633529707807	0.00512458031454	0.00663695837679	0.0075026795284	0.00397146429359	0.00101968781865	0.00131784861214	0.00116653258246	0.0013073726479	0.00107737512243	0.0017154760446	0.000232072406591	0.00173178458289	0.00137139557544	0.00557277826986	0.00625411454905	0.000425221722755	0.000769607500175	0.00118273211118	0.00158620005948	0.00556944760173	0.000998139830316	0.000278372591006	0.00113761945004	0.00668833012588	9.81511885217e-05	0.00133557578156	0.00574410818617	0.00435917205385	0.00587705578463	0.00211034066928	0.000751314800902
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53419332037e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15487270089e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__OPB41	0.0	3.31532009416e-05	0.0	0.0	0.0	0.0	0.0	4.8586143232e-05	2.96041919536e-05	0.0	0.0	6.30477271294e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011071744907	0.0	0.0	0.0	0.0	0.0	3.78873986512e-05	0.0	0.0	0.0	3.15487270089e-05	0.0	0.0	0.0	2.96542316589e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria	0.000665092614147	0.000663064018831	0.000483403158234	0.000807980359862	0.000570347912226	0.000575410779362	0.000108389334489	0.000437275289088	0.000651292222979	0.000742180597279	0.00063209127398	0.000504381817035	0.000588365080532	0.000784375245117	0.000617741536941	0.000643604183427	0.000606994443666	0.000750897812602	0.000490136012744	0.000464144813182	0.000337909186906	0.000793965859468	0.00066430469442	0.000658327847268	0.000728951524724	0.000979500454768	0.000369603784743	0.000892237533459	0.000681973175722	0.000952769838029	8.56531049251e-05	0.000877592147175	0.000725620721204	4.46141766008e-05	0.000692520775623	0.000459528654894	0.000533776169859	0.00066353855633	0.00120590895387	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia	0.129227494929	0.113417100421	0.0915243312923	0.126169240809	0.129048719719	0.131896937536	0.0627574246694	0.125255077252	0.119808164836	0.115709489309	0.116684049177	0.127640123574	0.102963889093	0.046905639658	0.0736759739725	0.071922767498	0.0683102208526	0.0724453150506	0.0973532655312	0.0642840566257	0.0816050686378	0.0719621783536	0.12540596398	0.12563089752	0.0713765034625	0.0519135241027	0.058914843288	0.0843164469119	0.143290141699	0.0669207386235	0.0127408993576	0.0627640902295	0.127740795659	0.00421157827111	0.0748911753067	0.118919451191	0.113249510705	0.109436466183	0.0777811275249	0.038317054846
k__Bacteria;p__Armatimonadetes;c__0319-6E2	3.32546307073e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96041919536e-05	0.0	3.1604563699e-05	0.0	3.67728175333e-05	0.0	4.11827691294e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.11827691294e-05	0.0	4.6691880282e-05	3.26477309827e-05	0.0	0.000116036203295	0.0	7.21787144971e-05	0.0	0.0	6.07459603936e-05	0.0	0.0	9.91375037177e-05	0.0	0.0	0.0	3.25034128584e-05	0.0	0.0	4.94657696874e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes	0.0	0.0	0.0	0.0	3.00183111698e-05	3.19672655201e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.84375245117e-05	0.0	0.0	0.000140075640846	3.26477309827e-05	0.000183801004779	0.000232072406591	0.0	0.0	0.0	0.0	0.0	0.000279857272791	0.0	0.0	0.0	4.53699922871e-05	0.0	0.0	0.0	8.92283532015e-06	0.0	0.0	2.96542316589e-05	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__SJA-176	0.0	3.31532009416e-05	0.0	3.1076167687e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia]	0.000133018522829	0.000265225607532	0.000107422924052	0.000155380838435	0.000210128178189	9.59017965603e-05	0.000325168003468	4.8586143232e-05	0.000444062879304	0.000141367732815	0.0	0.0	0.000257409722733	0.0	0.000247096614776	0.000402252614642	0.000280151281692	0.000391772771792	6.12670015929e-05	0.000116036203295	0.000380147835269	0.000288714857988	0.00022143489814	5.4860653939e-05	6.07459603936e-05	0.000279857272791	0.0	0.000346981263012	3.78873986512e-05	4.53699922871e-05	0.000128479657388	0.000292530715725	9.46461810266e-05	7.13826825612e-05	0.000296794618124	6.56469506991e-05	0.000237233853271	0.000236978055832	0.000301477238468	0.0
k__Bacteria;p__BRC1;c__PRR-11	3.32546307073e-05	3.31532009416e-05	0.0	6.2152335374e-05	6.00366223396e-05	0.00012786906208	0.0	0.0	0.0	0.0	3.1604563699e-05	3.15238635647e-05	3.67728175333e-05	7.84375245117e-05	4.11827691294e-05	8.04505229284e-05	4.6691880282e-05	6.52954619654e-05	0.0	0.000232072406591	4.22386483633e-05	3.60893572485e-05	3.69058163567e-05	0.0	6.07459603936e-05	0.0	0.0	4.95687518588e-05	0.0	4.53699922871e-05	0.0	3.25034128584e-05	3.15487270089e-05	0.0	9.89315393748e-05	6.56469506991e-05	0.0	0.000189582444666	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__At12OctB3	0.000166273153537	6.63064018831e-05	0.0	0.000124304670748	9.00549335094e-05	9.59017965603e-05	0.0	0.0	2.96041919536e-05	0.000212051599222	3.1604563699e-05	9.45715906942e-05	0.0001103184526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.38116327133e-05	0.000109721307878	0.0	0.0	0.0	0.0	3.78873986512e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.56469506991e-05	5.93084633177e-05	0.000142186833499	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.0	3.31532009416e-05	5.3711462026e-05	9.3228503061e-05	3.00183111698e-05	0.0	0.0	0.0	2.96041919536e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.53699922871e-05	0.0	0.0	0.0	0.0	0.0	3.28234753496e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.000764856506268	0.000696217219773	0.000751960468364	0.000528294850679	0.000600366223396	0.000351639920721	0.000433557337958	0.000388689145856	0.000384854495397	0.000212051599222	0.000126418254796	0.000346762499212	0.000257409722733	0.00164718801475	0.000494193229553	0.0010056315366	0.00135406452818	0.00048971596474	0.000183801004779	0.00208865165932	0.000295670538543	0.00129921686095	0.000295246530853	0.000164581961817	0.00103268132669	0.00125935772756	0.00051744529864	0.00118965004461	7.57747973024e-05	0.00127035978404	0.00149892933619	0.00178768770721	0.000694071994195	0.00174887572275	0.000445191927186	0.000328234753496	0.000919281181425	0.000284373666998	0.000602954476937	0.000751314800902
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.00216155099598	0.00182342605179	0.00150392093673	0.00273470275646	0.00135082400264	0.00172623233809	0.00227617602428	0.00257506559129	0.0021018976287	0.00208517405902	0.00120097342056	0.00148162158754	0.001654776789	0.00047062514707	4.11827691294e-05	0.027554304103	0.000560302563384	6.52954619654e-05	6.12670015929e-05	0.000464144813182	8.44772967265e-05	0.000216536143491	0.00129170357248	0.00153609831029	0.000303729801968	6.99643181977e-05	0.000295683027794	0.000148706255576	0.00409183905433	0.000226849961436	0.00182012847966	0.118117402327	0.00154588762343	0.00211471197088	9.89315393748e-05	0.00131293901398	0.00103789810806	0.00246457178065	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	0.000565328722025	0.000464144813182	0.00026855731013	0.000186457006122	0.000420256356377	0.000223770858641	0.000325168003468	0.000388689145856	0.000532875455164	0.000600812864464	0.000379254764388	0.000346762499212	0.000514819445466	0.00196093811279	0.00065892430607	0.000804505229284	0.00154083204931	0.000620306888671	0.000245068006372	0.000232072406591	0.000422386483633	0.000902233931214	0.00033215234721	0.000219442615756	0.00200461669299	0.000699643181977	0.00214370195151	0.000693962526024	0.000340986587861	0.00208701964521	0.00017130620985	0.000747578495742	0.00056787708616	3.56913412806e-05	0.000643055005936	0.000262587802797	0.000326196548247	0.000284373666998	0.000301477238468	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.00325895380932	0.00530451215065	0.00478032012031	0.00416420647006	0.00552336925525	0.00268525030369	0.0052026880555	0.00466426975027	0.00518073359188	0.00402898038523	0.00132739167536	0.00167076476893	0.00382437302346	0.00760843987764	0.0158553661148	0.012308930008	0.0154083204931	0.0129285014691	0.00673937017522	0.00800649802738	0.00832101372756	0.012486917608	0.00387511071745	0.00213956550362	0.00905114809865	0.0125236129574	0.00672678888232	0.0114999504312	0.00231113131772	0.00784900866567	0.00492505353319	0.0085809009946	0.00473230905133	0.00425619244771	0.0147902651365	0.00324952405961	0.00471502283376	0.00350727522631	0.00422068133856	0.00413223140496
k__Bacteria;p__Chlamydiae;c__Chlamydiia	3.32546307073e-05	3.31532009416e-05	0.0	9.3228503061e-05	0.0	6.39345310402e-05	0.0	0.0	0.0	3.53419332037e-05	0.0	0.0	3.67728175333e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.60893572485e-05	0.0	0.0	0.0	6.99643181977e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.15487270089e-05	8.92283532015e-06	0.0	6.56469506991e-05	0.0	9.47912223328e-05	0.0	0.0
k__Bacteria;p__Chlorobi;c__	0.0	6.63064018831e-05	0.0	3.1076167687e-05	9.00549335094e-05	3.19672655201e-05	0.0	4.8586143232e-05	2.96041919536e-05	3.53419332037e-05	0.0	0.0	0.0	0.0	0.000123548307388	0.0	9.3383760564e-05	0.000130590923931	0.000122534003186	0.0	4.22386483633e-05	7.21787144971e-05	0.0	5.4860653939e-05	6.07459603936e-05	6.99643181977e-05	0.0	0.0	3.78873986512e-05	4.53699922871e-05	2.14132762313e-05	9.75102385751e-05	6.30974540177e-05	1.78456706403e-05	0.000148397309062	6.56469506991e-05	0.0	4.73956111664e-05	0.0	0.0
